Gene                  p_val  avg_logFC pct.1 pct.2     p_val_adj
AA467197       3.065650e-51  1.3888513 0.394 0.033  3.425557e-47
Gpr182         4.798712e-51  1.1985702 0.454 0.055  5.362081e-47
Camk2n1        1.298621e-50  1.1156124 0.649 0.173  1.451079e-46
Tmsb10         3.840402e-49  0.4617111 0.976 0.769  4.291265e-45
Pcsk6          4.199709e-49  1.2204283 0.331 0.014  4.692755e-45
Wnt2           1.297037e-48  1.1535898 0.315 0.010  1.449309e-44
Ier2           1.374674e-48 -0.8917471 0.502 0.820  1.536061e-44
Tspan18        1.056565e-47  0.9799562 0.745 0.243  1.180606e-43
Cd34           2.100554e-47 -1.4653138 0.112 0.639  2.347159e-43
Rgcc           1.454165e-46 -1.4087985 0.155 0.671  1.624884e-42
Cd81           2.171371e-46 -0.5668518 0.669 0.893  2.426290e-42
Ppfibp1        2.547206e-46  1.0099408 0.645 0.167  2.846248e-42
Ehd4           2.864190e-46 -1.4025021 0.167 0.658  3.200446e-42
Sema3d         6.692081e-45  1.1249799 0.299 0.011  7.477731e-41
Tmem176b       1.142556e-44 -1.4693545 0.120 0.621  1.276692e-40
Kcnj8          1.239999e-44  1.1256122 0.307 0.014  1.385575e-40
Zfp36          1.555497e-44 -0.8909727 0.506 0.801  1.738112e-40
Junb           2.014660e-44 -0.6979102 0.649 0.866  2.251182e-40
Mrc1           4.841739e-44  1.0936492 0.299 0.012  5.410159e-40
F2rl1          4.841739e-44  1.0843781 0.299 0.012  5.410159e-40
Marcksl1       6.246781e-44  1.1427613 0.406 0.051  6.980153e-40
Id1            1.622083e-43 -1.3319745 0.187 0.664  1.812515e-39
Gm21541        2.932051e-43  1.0971477 0.303 0.015  3.276274e-39
Olfm1          3.610672e-43  1.1067767 0.283 0.010  4.034564e-39
Kbtbd11        5.290171e-43  1.0954534 0.303 0.015  5.911237e-39
Aqp1           7.423789e-43  0.6233592 0.984 0.591  8.295341e-39
Scn1b          8.171529e-42  0.9434761 0.653 0.209  9.130866e-38
Marcks         2.510099e-41  0.9020594 0.721 0.248  2.804785e-37
Mical2         4.243064e-41  1.1154869 0.359 0.039  4.741200e-37
Srgn           5.293665e-41 -1.1841479 0.175 0.661  5.915141e-37
Tshz2          6.370053e-41  0.8104395 0.821 0.328  7.117898e-37
Scarb1         4.419592e-40 -1.4511511 0.092 0.571  4.938452e-36
Add3           4.783913e-40  1.1088686 0.390 0.054  5.345545e-36
Gucy1a3        8.983183e-40  1.1376038 0.410 0.065  1.003781e-35
Cd36           2.735094e-39 -1.1828015 0.231 0.669  3.056194e-35
Dmtn           2.798719e-39  1.0189651 0.343 0.036  3.127289e-35
Loxl2          4.658071e-39  1.0273646 0.295 0.019  5.204929e-35
Lims2          8.820283e-39 -1.4104855 0.084 0.563  9.855785e-35
Apba2          1.074823e-38  1.0944629 0.271 0.014  1.201007e-34
Car2           1.414176e-38  1.0187925 0.259 0.010  1.580200e-34
Fth1           1.446743e-38  0.3079942 0.976 0.871  1.616590e-34
Nkx2-3         1.606963e-38 -1.4927255 0.068 0.550  1.795620e-34
Jun            1.955824e-38 -0.7294100 0.562 0.819  2.185437e-34
Map4k2         4.202044e-38  1.0306041 0.434 0.077  4.695364e-34
Tm4sf1         7.695288e-38 -0.5953677 0.641 0.855  8.598715e-34
Hist1h2bc      2.515191e-37  0.8722602 0.665 0.217  2.810475e-33
Creb5          3.052020e-37  1.0627380 0.303 0.026  3.410327e-33
Zbp1           1.038964e-36  1.0446209 0.335 0.040  1.160939e-32
Sox17          2.550132e-36 -1.2942920 0.127 0.581  2.849518e-32
Gypc           3.411457e-36  1.0083271 0.359 0.048  3.811963e-32
Lims1          3.965057e-36  0.8624116 0.641 0.220  4.430555e-32
Tppp3          5.151204e-36  0.8595199 0.701 0.318  5.755955e-32
Ptpn18         5.865039e-36  0.9116128 0.582 0.180  6.553595e-32
Crip1          2.731372e-35 -0.7263943 0.534 0.791  3.052036e-31
Kctd12         2.868480e-35  0.9511250 0.542 0.152  3.205239e-31
Fos            4.066626e-35 -0.6803776 0.637 0.838  4.544048e-31
Igfbp5         4.687320e-35  1.1889710 0.251 0.014  5.237612e-31
Tmod2          6.067506e-35  1.0281804 0.327 0.040  6.779831e-31
Pltp           6.119186e-35 -1.3899163 0.092 0.531  6.837579e-31
Tmem176a       7.673862e-35 -1.2608825 0.135 0.577  8.574773e-31
Ptpn14         9.080377e-35  0.9960615 0.462 0.105  1.014641e-30
Rasgrp2        1.171298e-34  0.9292934 0.538 0.148  1.308809e-30
Ift43          1.175826e-34  0.9442539 0.335 0.043  1.313868e-30
Ifitm2         5.255412e-34 -0.2894716 0.876 0.945  5.872397e-30
Prss23         6.500131e-34  0.5869424 0.876 0.526  7.263246e-30
Btg2           7.913739e-34 -0.9363484 0.327 0.703  8.842812e-30
Dapk2          8.255757e-34  0.9076521 0.418 0.080  9.224983e-30
Col18a1        8.909794e-34  1.0002171 0.307 0.035  9.955804e-30
Rapgef4        2.328615e-33 -1.5446886 0.020 0.443  2.601994e-29
Itga9          3.331889e-33  0.9214231 0.279 0.025  3.723053e-29
Ptgfrn         4.172285e-33  1.0229200 0.335 0.048  4.662112e-29
Ndrg2          4.502073e-33  1.0066728 0.251 0.017  5.030616e-29
Fmnl2          6.253883e-33  1.0163552 0.315 0.040  6.988089e-29
Ssbp2          1.981648e-32  0.8748184 0.275 0.025  2.214293e-28
Bcam           2.790454e-32 -1.2927697 0.072 0.506  3.118053e-28
Stt3b          2.856915e-32  0.9250956 0.514 0.148  3.192317e-28
Abhd17b        3.029766e-32  0.9472419 0.438 0.102  3.385461e-28
Ltbp4          4.074769e-32  0.5349713 0.944 0.611  4.553146e-28
Anxa3          5.051288e-32 -1.2551773 0.088 0.512  5.644309e-28
Fscn1          5.166076e-32  0.8951639 0.502 0.137  5.772574e-28
Tubb6          3.444593e-31  0.9033480 0.315 0.044  3.848988e-27
Acvrl1         5.202054e-31 -1.0375033 0.223 0.609  5.812775e-27
Lgals3         5.227998e-31  0.9740808 0.295 0.037  5.841765e-27
Cd93           6.437471e-31 -1.2015940 0.135 0.535  7.193230e-27
Tinagl1        7.960052e-31 -0.9963198 0.239 0.627  8.894562e-27
Hmcn1          1.208630e-30  0.9315566 0.259 0.024  1.350523e-26
Jam2           5.941528e-30 -1.3021596 0.060 0.462  6.639064e-26
Fabp5          6.403192e-30 -1.2283964 0.124 0.520  7.154926e-26
Ucp2           1.161826e-29  0.8516775 0.582 0.217  1.298225e-25
Nqo1           1.384337e-29  0.9005769 0.347 0.064  1.546858e-25
Arl4a          1.868393e-29  0.7998010 0.614 0.234  2.087743e-25
Comt           2.588869e-29  0.7379419 0.649 0.260  2.892802e-25
Pecam1         2.673215e-29 -0.4602961 0.705 0.888  2.987050e-25
Pbx1           4.060278e-29  0.8746905 0.406 0.094  4.536954e-25
Igfbp4         4.588664e-29  0.5692128 0.880 0.483  5.127373e-25
Vwa1           5.684702e-29 -1.0641982 0.179 0.568  6.352086e-25
Gprc5b         6.120138e-29  0.8687948 0.343 0.061  6.838642e-25
Aplp2          6.147196e-29  0.4415295 0.940 0.678  6.868877e-25
Ehd1           7.300449e-29  0.8333040 0.490 0.138  8.157521e-25
Cyyr1          1.078999e-28 -1.0413579 0.179 0.574  1.205674e-24
Mecom          1.247630e-28 -1.4552883 0.016 0.391  1.394102e-24
Calm1          1.651936e-28 -0.2597296 0.888 0.934  1.845874e-24
Acsf2          1.931882e-28  0.8841579 0.303 0.046  2.158685e-24
Tcn2           2.267169e-28  0.7316615 0.645 0.267  2.533335e-24
Tpcn1          3.247808e-28  0.9490685 0.327 0.058  3.629101e-24
Ier3           4.165289e-28 -0.8745091 0.355 0.668  4.654294e-24
Cpne2          1.061282e-27  0.8802703 0.311 0.051  1.185877e-23
Ace            1.195129e-27 -1.1664578 0.139 0.519  1.335437e-23
Nxn            1.319192e-27  0.8011656 0.534 0.184  1.474065e-23
Palm           2.502653e-27  0.8158323 0.542 0.180  2.796464e-23
Ctsd           3.318760e-27  0.6426166 0.741 0.376  3.708383e-23
Lrrc8c         4.471264e-27 -1.2451265 0.080 0.452  4.996191e-23
Clec14a        4.531311e-27 -1.1469414 0.108 0.485  5.063287e-23
Mndal          6.816386e-27 -1.2933094 0.048 0.416  7.616630e-23
Cyb5r3         9.914422e-27  0.5842395 0.785 0.441  1.107838e-22
Fn1            1.305357e-26  0.9390014 0.351 0.076  1.458606e-22
Col15a1        1.358007e-26 -1.2476645 0.076 0.447  1.517438e-22
Mast4          1.484930e-26 -0.9742334 0.215 0.581  1.659260e-22
Arid5b         2.070756e-26 -1.3398995 0.024 0.378  2.313863e-22
Timp3          3.435040e-26  0.3912929 0.992 0.752  3.838314e-22
Ptprb          4.218654e-26 -0.2914802 0.869 0.946  4.713924e-22
Raph1          6.563962e-26  0.9253507 0.347 0.077  7.334571e-22
Ifi203         7.476297e-26 -1.2689833 0.044 0.405  8.354015e-22
Gadd45g        7.954885e-26 -0.9679771 0.263 0.596  8.888789e-22
S100a6         1.895216e-25  0.6479340 0.717 0.335  2.117715e-21
Apbb2          4.292178e-25 -1.1903947 0.092 0.445  4.796080e-21
Dusp1          6.209693e-25 -0.5414454 0.606 0.808  6.938711e-21
Arhgdib        7.403836e-25  0.8354651 0.347 0.080  8.273047e-21
Fam189a2       1.189766e-24  0.8514879 0.263 0.040  1.329444e-20
Myzap          1.245347e-24  0.8626530 0.323 0.068  1.391550e-20
Tcf15          1.599133e-24 -1.0061810 0.175 0.524  1.786871e-20
Mcf2l          1.810273e-24 -1.2950567 0.032 0.369  2.022799e-20
8430408G22Rik  3.677416e-24 -0.7574704 0.442 0.690  4.109145e-20
Ebf1           4.261901e-24 -0.8311280 0.279 0.620  4.762248e-20
Arhgap31       4.444615e-24 -0.6970789 0.410 0.696  4.966413e-20
Ccnd2          5.060245e-24  0.7322870 0.578 0.252  5.654318e-20
Zfhx3          1.577812e-23  0.8011496 0.363 0.093  1.763047e-19
Plcb1          2.769494e-23 -1.1096086 0.068 0.418  3.094632e-19
Grrp1          3.036859e-23 -0.8035673 0.267 0.598  3.393386e-19
Pmepa1         3.132617e-23  0.7845724 0.426 0.130  3.500386e-19
C1qtnf9        3.510362e-23 -1.2612608 0.048 0.376  3.922479e-19
Lama4          3.675403e-23  0.6944116 0.602 0.250  4.106895e-19
Kitl           5.054698e-23 -1.2260088 0.052 0.380  5.648119e-19
Tspan13        5.441722e-23 -0.6035902 0.502 0.730  6.080580e-19
Slc3a2         5.722003e-23 -0.8844985 0.243 0.553  6.393766e-19
Socs3          7.696039e-23 -0.9963904 0.235 0.544  8.599554e-19
Ctla2a         1.447283e-22 -0.7092815 0.406 0.660  1.617194e-18
Ptprg          2.234467e-22 -1.2515113 0.028 0.339  2.496793e-18
Lgmn           2.944754e-22  0.7503279 0.398 0.118  3.290468e-18
Col4a2         4.879942e-22 -0.7754023 0.331 0.610  5.452847e-18
Eng            7.786327e-22 -0.4469504 0.653 0.840  8.700442e-18
Adgrg1         1.086624e-21 -1.1180422 0.060 0.376  1.214193e-17
Tsc22d1        2.116905e-21 -0.4020859 0.709 0.816  2.365430e-17
Plk2           2.202319e-21 -0.6706924 0.450 0.675  2.460871e-17
Tmem88         2.711371e-21 -0.7076494 0.331 0.615  3.029686e-17
Thbd           3.192599e-21 -0.7367179 0.327 0.635  3.567410e-17
Edn1           5.250271e-21 -1.3596781 0.028 0.324  5.866653e-17
Adam15         6.671220e-21 -0.9766378 0.139 0.462  7.454421e-17
Adgrl4         1.010337e-20 -0.8657709 0.195 0.519  1.128950e-16
Dlc1           1.217043e-20 -0.9271857 0.171 0.492  1.359924e-16
Apoe           1.252706e-20 -1.1282985 0.084 0.391  1.399774e-16
Shc1           1.273793e-20  0.8052029 0.291 0.068  1.423337e-16
Tgfb1          1.358684e-20  0.6376231 0.610 0.290  1.518193e-16
Gng11          1.672180e-20  0.2939844 0.956 0.791  1.868494e-16
Plpp3          1.855451e-20 -0.5106307 0.566 0.751  2.073281e-16
Ablim1         2.125613e-20 -1.1398971 0.052 0.350  2.375160e-16
Gm9844         2.776895e-20  0.6631232 0.534 0.225  3.102903e-16
BC028528       4.221757e-20 -0.9694346 0.143 0.445  4.717391e-16
Nr4a1          4.334340e-20 -1.0220090 0.143 0.450  4.843191e-16
Car4           4.497460e-20 -1.0398323 0.159 0.455  5.025462e-16
Slco2a1        4.697776e-20 -1.1407906 0.100 0.397  5.249295e-16
Egr1           4.834068e-20 -0.6200418 0.510 0.712  5.401588e-16
Clic4          5.225645e-20 -0.8100220 0.247 0.545  5.839136e-16
Tmem255b       5.717828e-20 -1.0158233 0.056 0.358  6.389101e-16
Bok            6.024703e-20  0.7177680 0.371 0.111  6.732003e-16
Trim47         6.671421e-20 -0.9958770 0.116 0.423  7.454645e-16
Vwf            1.049274e-19 -1.0576283 0.100 0.407  1.172459e-15
Ncoa7          1.096187e-19 -1.0049837 0.127 0.433  1.224879e-15
Atf3           1.231987e-19 -0.7963242 0.382 0.596  1.376622e-15
Exoc3l2        1.367089e-19 -1.1929522 0.036 0.318  1.527585e-15
Mcam           1.393116e-19 -1.1293519 0.040 0.329  1.556667e-15
Ptprr          1.443348e-19 -1.0502392 0.064 0.360  1.612797e-15
Rps7           1.503650e-19 -0.2918738 0.773 0.870  1.680178e-15
Cd24a          1.566270e-19  0.6208412 0.602 0.272  1.750150e-15
Cdk6           1.765197e-19  0.7444279 0.291 0.069  1.972431e-15
Rhoj           2.390293e-19  0.5888414 0.625 0.295  2.670913e-15
Mgat4b         2.394438e-19  0.7115383 0.303 0.075  2.675545e-15
Aplnr          2.694004e-19 -1.2049307 0.048 0.331  3.010280e-15
Arl6ip5        2.887948e-19 -0.6896299 0.327 0.589  3.226993e-15
S100a11        3.225576e-19  0.3805238 0.896 0.646  3.604259e-15
Nfix           4.356022e-19  0.7789284 0.271 0.062  4.867419e-15
Sh3glb2        4.724219e-19  0.6464960 0.450 0.163  5.278843e-15
Nfia           5.051319e-19  0.7120549 0.494 0.201  5.644343e-15
Pros1          6.233946e-19  0.6912761 0.414 0.145  6.965812e-15
Cyr61          6.577538e-19 -0.8524577 0.247 0.527  7.349741e-15
Pura           6.803101e-19  0.5873520 0.558 0.241  7.601785e-15
Plscr3         9.034113e-19  0.6760566 0.351 0.105  1.009472e-14
Tspan7         1.057667e-18 -1.0831015 0.088 0.368  1.181837e-14
Cyb5a          1.221098e-18  0.4441438 0.773 0.513  1.364454e-14
AU021092       1.387968e-18 -1.1014616 0.024 0.296  1.550915e-14
Tpd52          1.805787e-18  0.6798915 0.303 0.077  2.017787e-14
Plscr2         1.962049e-18 -1.1254949 0.024 0.292  2.192394e-14
Abcb1a         2.318783e-18 -1.1724733 0.012 0.271  2.591008e-14
Cped1          2.393361e-18  0.7533080 0.275 0.065  2.674342e-14
Gadd45a        5.199488e-18  0.7178965 0.279 0.069  5.809908e-14
Cdkn1a         6.822906e-18 -0.8497350 0.183 0.474  7.623915e-14
Zcchc14        7.352779e-18  0.6970475 0.335 0.101  8.215995e-14
Pim3           8.313868e-18 -0.7280950 0.299 0.564  9.289916e-14
Sgk1           8.519385e-18 -0.8183364 0.219 0.510  9.519561e-14
Nfat5          1.127568e-17  0.6216610 0.506 0.212  1.259944e-13
Atox1          1.380745e-17 -0.3786399 0.665 0.811  1.542845e-13
Casp12         1.849169e-17  0.7509194 0.291 0.079  2.066262e-13
Ctsb           2.489089e-17  0.4275679 0.777 0.502  2.781308e-13
Bhlhe40        2.766203e-17 -0.8020607 0.215 0.490  3.090955e-13
Tgfbr2         2.901275e-17  0.4801097 0.753 0.423  3.241885e-13
Jund           3.121309e-17 -0.4439013 0.633 0.765  3.487750e-13
Degs1          4.109996e-17  0.5495585 0.610 0.308  4.592509e-13
Glul           4.920747e-17 -0.9737904 0.127 0.401  5.498443e-13
Heg1           7.046196e-17 -0.8927285 0.147 0.429  7.873420e-13
Btg1           8.293483e-17 -0.6267201 0.347 0.598  9.267138e-13
Itga6          8.341572e-17 -0.9275184 0.108 0.380  9.320872e-13
Pdgfb          1.536711e-16 -1.0923886 0.024 0.268  1.717121e-12
Scgb3a1        1.654847e-16 -0.9532250 0.251 0.485  1.849126e-12
Thrsp          2.031397e-16 -0.8811284 0.155 0.425  2.269883e-12
Ppp1r15a       2.116665e-16 -0.9706808 0.108 0.368  2.365162e-12
Cnn3           2.118333e-16  0.4638099 0.729 0.454  2.367025e-12
Plscr1         2.257402e-16 -1.0246498 0.016 0.253  2.522421e-12
Stat1          2.434759e-16  0.6427757 0.410 0.158  2.720600e-12
Tmem252        3.278317e-16 -1.0723489 0.052 0.303  3.663191e-12
Man1a          3.735662e-16  0.6938405 0.311 0.097  4.174229e-12
Klf13          3.995384e-16 -0.7028421 0.255 0.526  4.464442e-12
Rapgef3        4.999337e-16 -1.0133856 0.040 0.288  5.586259e-12
Srpk2          7.618232e-16  0.6681251 0.335 0.112  8.512612e-12
Slc6a6         9.574687e-16 -0.9690481 0.088 0.350  1.069876e-11
Tgm2           9.862556e-16  0.4726394 0.693 0.389  1.102042e-11
1110008P14Rik  1.000004e-15  0.5911491 0.319 0.097  1.117405e-11
Lyn            1.130163e-15  0.6050942 0.410 0.158  1.262845e-11
Calr           1.173623e-15  0.3822586 0.801 0.560  1.311406e-11
Klf4           1.483787e-15 -0.6406377 0.355 0.596  1.657984e-11
Gls            1.706071e-15  0.6189335 0.331 0.109  1.906364e-11
Homer3         3.134937e-15  0.6207228 0.259 0.069  3.502978e-11
Pcdh17         3.326698e-15 -1.0264734 0.028 0.257  3.717252e-11
Rasa4          3.392134e-15 -0.8942712 0.139 0.400  3.790371e-11
Cdc42ep3       3.605697e-15 -1.0024628 0.044 0.281  4.029006e-11
Galnt18        4.135279e-15  0.6187162 0.386 0.149  4.620761e-11
Sash1          4.598538e-15  0.6535700 0.418 0.173  5.138406e-11
Lrrfip1        5.356564e-15  0.5374224 0.538 0.271  5.985424e-11
Slco3a1        5.585959e-15  0.5522617 0.359 0.127  6.241750e-11
Actr2          5.604021e-15  0.5449148 0.518 0.235  6.261933e-11
Itpkb          5.710615e-15 -0.7186854 0.239 0.502  6.381041e-11
Hjurp          6.186187e-15  0.6073456 0.311 0.101  6.912445e-11
Ppp2r5a        6.561661e-15  0.5758547 0.434 0.178  7.332000e-11
Sat1           6.954259e-15 -0.7371809 0.251 0.501  7.770689e-11
Serpinh1       1.188692e-14 -0.3851309 0.598 0.750  1.328244e-10
Pald1          1.206782e-14  0.6775087 0.287 0.089  1.348458e-10
H2-T23         1.488596e-14  0.4747867 0.673 0.385  1.663357e-10
Mgll           1.637343e-14 -0.3702992 0.641 0.752  1.829567e-10
Ptms           2.222081e-14  0.3772097 0.797 0.548  2.482953e-10
Ldha           2.301200e-14 -0.6021923 0.331 0.548  2.571361e-10
Smad7          3.226926e-14 -0.9474623 0.044 0.274  3.605767e-10
Podxl          3.796044e-14 -0.4984137 0.486 0.679  4.241700e-10
Ndrg1          3.863103e-14  0.4903973 0.645 0.355  4.316631e-10
Tns1           5.741579e-14  0.4497051 0.665 0.367  6.415640e-10
Ceacam1        6.074858e-14 -0.9009768 0.040 0.263  6.788046e-10
Atp2a2         6.871721e-14  0.6105874 0.367 0.145  7.678461e-10
Hspg2          7.824557e-14 -0.6421947 0.291 0.550  8.743160e-10
Hlx            8.020212e-14 -0.9164616 0.064 0.292  8.961785e-10
Fam174b        8.615663e-14  0.6184889 0.363 0.142  9.627142e-10
Col4a1         8.692100e-14 -0.4317082 0.574 0.726  9.712552e-10
9-Sep          9.263312e-14  0.5739990 0.371 0.145  1.035082e-09
Rnd1           9.458120e-14 -0.7888304 0.251 0.465  1.056850e-09
Lmo2           9.587139e-14  0.5144769 0.506 0.249  1.071267e-09
Plat           9.656732e-14 -0.9624865 0.056 0.274  1.079043e-09
Dock6          1.199937e-13  0.5651735 0.406 0.176  1.340810e-09
Myct1          1.350074e-13 -0.5893559 0.323 0.542  1.508572e-09
Ube2g2         1.538615e-13  0.5812289 0.367 0.145  1.719248e-09
Rdx            2.070465e-13 -0.5113526 0.430 0.611  2.313538e-09
Lipe           3.563870e-13 -0.9349574 0.052 0.266  3.982268e-09
Adrb2          3.737328e-13  0.6509903 0.275 0.091  4.176091e-09
Esm1           4.020124e-13 -0.9604677 0.108 0.328  4.492087e-09
Gm4951         4.058311e-13  0.6261552 0.287 0.098  4.534757e-09
Fam129b        4.413273e-13 -0.8706571 0.048 0.259  4.931391e-09
Ndufa4         5.594014e-13 -0.5252447 0.375 0.574  6.250752e-09
Smad1          6.086659e-13  0.5373577 0.418 0.185  6.801232e-09
Clu            6.980601e-13 -0.8931969 0.143 0.360  7.800124e-09
Smtn           7.024644e-13  0.4871855 0.375 0.149  7.849338e-09
Map3k1         7.533792e-13  0.6212635 0.315 0.118  8.418259e-09
Lhfpl2         8.250481e-13  0.5755269 0.259 0.082  9.219087e-09
Pls3           8.331936e-13 -0.7348721 0.167 0.402  9.310105e-09
Ier5           8.550371e-13 -0.5609302 0.367 0.562  9.554185e-09
Apold1         8.848644e-13 -0.5127810 0.478 0.625  9.887475e-09
Cox17          9.097712e-13  0.4229289 0.657 0.393  1.016578e-08
Mkl2           9.172036e-13 -0.8495052 0.072 0.290  1.024883e-08
Arhgap29       9.432544e-13  0.4759194 0.582 0.314  1.053992e-08
Cd47           1.273011e-12  0.3509580 0.805 0.574  1.422463e-08
Nfkbia         1.372708e-12 -0.3692725 0.681 0.759  1.533864e-08
S100a1         1.677083e-12 -0.8362457 0.096 0.307  1.873973e-08
Fundc2         1.788825e-12  0.5588275 0.319 0.120  1.998833e-08
Pear1          1.821152e-12  0.5960440 0.303 0.112  2.034956e-08
Amotl1         1.965319e-12  0.5302112 0.375 0.154  2.196047e-08
Apc            2.125627e-12  0.6013170 0.267 0.090  2.375175e-08
Vat1           2.232519e-12 -0.6776192 0.203 0.434  2.494616e-08
Nudt4          3.141122e-12  0.4834398 0.450 0.213  3.509890e-08
Add1           3.318333e-12  0.5996619 0.307 0.119  3.707905e-08
Ddah2          3.553691e-12 -0.7627433 0.116 0.336  3.970894e-08
Ipo11          3.770189e-12  0.5762499 0.331 0.133  4.212810e-08
Cd164          3.829282e-12  0.5267190 0.410 0.187  4.278839e-08
Mfge8          4.259507e-12  0.3627366 0.753 0.527  4.759573e-08
B4galt4        4.493774e-12 -0.8441794 0.060 0.263  5.021343e-08
Ahr            5.433625e-12  0.5766489 0.371 0.165  6.071532e-08
Prdx5          5.502664e-12  0.5258837 0.378 0.166  6.148677e-08
2010107E04Rik  6.944170e-12  0.4475966 0.546 0.285  7.759415e-08
Esyt2          7.157208e-12  0.5701108 0.279 0.100  7.997465e-08
