Gene                  p_val  avg_logFC pct.1 pct.2     p_val_adj
Cyp4b1         8.822337e-57 -0.5693848 0.702 0.869  9.858080e-53
Jam2           2.233511e-49  0.7167673 0.532 0.160  2.495725e-45
Tinagl1        1.886735e-48  0.6324674 0.901 0.439  2.108238e-44
Lbp            2.465406e-48  0.7088795 0.454 0.122  2.754845e-44
Cd200          2.837205e-48  0.5436757 0.957 0.586  3.170292e-44
Acvrl1         3.066325e-48 -0.3063407 0.897 0.944  3.426312e-44
Bhlhe40        1.187247e-47  0.7048142 0.337 0.074  1.326630e-43
Il6st          2.402359e-47  0.7113892 0.628 0.224  2.684396e-43
Fam198b        1.344584e-46  0.6605087 0.340 0.075  1.502438e-42
Bmp4           8.516491e-45  0.7187356 0.404 0.107  9.516327e-41
BC028528       6.188658e-42 -0.3733829 0.830 0.914  6.915206e-38
Crim1          8.734660e-42  0.6664894 0.521 0.174  9.760109e-38
Mgp            1.542515e-41  0.7765891 0.479 0.156  1.723606e-37
Lyve1          2.843478e-41  0.5409354 0.968 0.528  3.177302e-37
Clec1a         3.587697e-41 -0.7364434 0.433 0.720  4.008892e-37
Serinc3        9.139031e-40 -0.3487335 0.823 0.880  1.021195e-35
Tmem252        3.784515e-39  0.6556220 0.670 0.276  4.228817e-35
Hilpda         6.201050e-39 -0.8184004 0.404 0.676  6.929053e-35
Cdh5           6.819229e-39 -0.3472073 0.809 0.888  7.619807e-35
Tuba1a         8.512415e-39 -0.3346712 0.830 0.868  9.511772e-35
Gpx1           1.589303e-38  0.6199888 0.699 0.308  1.775887e-34
Cd36           1.200146e-37 -0.2641444 0.918 0.942  1.341043e-33
Prcp           1.900487e-36  0.6126747 0.560 0.208  2.123604e-32
Icam2          2.300991e-36 -0.2661978 0.915 0.927  2.571127e-32
Igfbp7         3.495951e-35 -0.5115031 0.734 0.793  3.906375e-31
Cmip           5.467818e-35  0.6584659 0.397 0.126  6.109740e-31
Ninj1          2.117741e-33  0.5896019 0.521 0.193  2.366364e-29
Tm6sf1         2.161563e-33  0.5851405 0.535 0.199  2.415331e-29
Gpihbp1        3.299264e-33 -0.3918508 0.784 0.855  3.686598e-29
Cav2           4.145235e-33 -0.2516865 0.908 0.930  4.631886e-29
Heg1           1.867603e-32  0.5525867 0.762 0.370  2.086859e-28
Foxf1          4.560939e-29 -0.2561158 0.887 0.901  5.096393e-25
Myzap          5.835960e-29 -0.6341138 0.457 0.659  6.521102e-25
Gas6           1.400739e-27  0.5090522 0.358 0.115  1.565185e-23
Rcan1          1.076955e-26  0.5366703 0.358 0.121  1.203389e-22
Bambi          2.556612e-26  0.5565147 0.294 0.090  2.856758e-22
Ogfrl1         5.571417e-26  0.4911976 0.270 0.077  6.225501e-22
Car4           1.805640e-25 -0.6005082 0.567 0.679  2.017622e-21
Adam15         1.541412e-23  0.4583074 0.699 0.339  1.722374e-19
Pir            2.323426e-23  0.4760061 0.316 0.107  2.596196e-19
Afap1l1        4.084280e-23 -0.5310087 0.493 0.652  4.563775e-19
Gimap6         6.404567e-23 -0.4792201 0.553 0.686  7.156464e-19
Fmo1           9.040883e-23 -0.4313272 0.606 0.723  1.010228e-18
Cd63           1.093671e-22  0.4129672 0.262 0.080  1.222068e-18
Tmem2          1.624151e-22  0.4689098 0.624 0.298  1.814826e-18
Icam1          2.397704e-22  0.4632697 0.702 0.381  2.679194e-18
Tgm2           5.079586e-22  0.4663709 0.677 0.363  5.675929e-18
Gm10073        6.248083e-21  0.4381054 0.504 0.227  6.981608e-17
Pkn3           1.607679e-20  0.3984328 0.259 0.083  1.796420e-16
Ahnak          1.902253e-20  0.4432641 0.528 0.245  2.125578e-16
Dll1           4.198315e-20  0.4330648 0.383 0.151  4.691197e-16
Pdzd2          5.327216e-20  0.4357830 0.387 0.156  5.952631e-16
Stmn1          1.992943e-19 -0.4985719 0.504 0.637  2.226914e-15
Tcn2           2.054816e-19 -0.3164870 0.723 0.776  2.296052e-15
Casc4          2.222910e-19 -0.8585375 0.174 0.410  2.483880e-15
Serpinb1a      3.185332e-19  0.4798067 0.376 0.157  3.559290e-15
Anxa2          4.047914e-19  0.3229404 0.911 0.650  4.523139e-15
Rps20          6.986351e-19  0.2794794 0.957 0.749  7.806548e-15
Rps12-ps3      1.518502e-18  0.4154630 0.663 0.358  1.696774e-14
Sema3c         1.678710e-18 -0.4139152 0.617 0.726  1.875791e-14
Sparc          5.025125e-18 -0.4353193 0.564 0.665  5.615074e-14
Ace            6.884182e-18 -0.2582169 0.791 0.787  7.692385e-14
Socs2          8.362760e-18  0.4063079 0.429 0.192  9.344548e-14
Oaz2           1.417554e-17 -0.4158363 0.571 0.667  1.583975e-13
Fxyd5          1.456861e-17  0.4102227 0.656 0.373  1.627897e-13
Mmrn2          1.592617e-17  0.3780209 0.482 0.221  1.779590e-13
Cyr61          1.735800e-17  0.4597878 0.472 0.230  1.939583e-13
Flnb           2.093540e-17  0.3959070 0.323 0.128  2.339321e-13
Mfge8          3.772052e-17  0.4012775 0.596 0.311  4.214891e-13
Gm8730         3.808839e-17  0.3890480 0.582 0.299  4.255997e-13
Copz2          5.546333e-17  0.3861261 0.355 0.148  6.197473e-13
Rap1a          9.980214e-17 -0.3144668 0.674 0.720  1.115189e-12
Impdh1         1.125244e-16 -0.5310124 0.418 0.567  1.257348e-12
Adk            1.137512e-16  0.3995679 0.457 0.218  1.271056e-12
S100a11        1.980168e-16  0.3676519 0.738 0.439  2.212640e-12
Id2            2.186739e-16  0.3957698 0.574 0.305  2.443463e-12
Ntn1           2.426387e-16  0.3941156 0.287 0.111  2.711245e-12
Tmcc2          3.075404e-16 -0.5546621 0.397 0.558  3.436456e-12
Gm13889        3.233230e-16  0.4141773 0.628 0.366  3.612812e-12
Txnip          3.690899e-16 -0.4995921 0.450 0.598  4.124210e-12
Snrpb          3.719365e-16 -0.2695088 0.745 0.763  4.156018e-12
Pllp           6.205378e-16 -0.5742865 0.348 0.530  6.933890e-12
Slfn2          8.827269e-16  0.3696669 0.262 0.099  9.863591e-12
Rpl9-ps6       1.585035e-15  0.3784166 0.486 0.245  1.771118e-11
Actn1          1.659779e-15  0.4297562 0.404 0.195  1.854637e-11
Galnt18        2.388427e-15 -0.5245745 0.390 0.550  2.668828e-11
Nfkbiz         2.620185e-15  0.3880059 0.344 0.150  2.927795e-11
Rfk            2.683360e-15  0.3708812 0.337 0.146  2.998386e-11
Gm6133         4.964924e-15  0.3831477 0.291 0.120  5.547806e-11
Ass1           5.455195e-15  0.3452579 0.355 0.154  6.095635e-11
Creb3l2        5.493330e-15  0.3836539 0.305 0.128  6.138247e-11
Plec           6.432022e-15  0.3694709 0.504 0.263  7.187141e-11
Dst            1.813341e-14  0.3330103 0.358 0.161  2.026228e-10
Mfap2          2.057611e-14 -0.3630362 0.589 0.666  2.299175e-10
Dusp23         2.272616e-14  0.3625451 0.316 0.136  2.539421e-10
Nostrin        2.627357e-14 -0.5567739 0.340 0.501  2.935809e-10
Klk8           2.769181e-14  0.4010076 0.358 0.167  3.094283e-10
Rcsd1          3.961364e-14 -0.7637441 0.145 0.335  4.426428e-10
Pard6g         4.043082e-14 -0.7438472 0.138 0.332  4.517740e-10
Frmd4a         4.551148e-14  0.3297620 0.262 0.104  5.085453e-10
Pitpnc1        6.624160e-14 -0.4763878 0.440 0.563  7.401837e-10
Pbx1           1.519371e-13  0.3246457 0.259 0.105  1.697745e-09
Tbx3           1.660003e-13 -0.6220147 0.298 0.451  1.854888e-09
Slco3a1        1.843150e-13  0.3918261 0.358 0.173  2.059536e-09
Plk2           1.998404e-13 -0.4444916 0.514 0.605  2.233017e-09
Prx            2.367210e-13 -0.6791330 0.209 0.385  2.645120e-09
Rpl23a-ps3     2.496943e-13  0.3249817 0.773 0.486  2.790084e-09
Nfe2l1         2.597955e-13  0.3314179 0.312 0.138  2.902954e-09
Mapt           3.205594e-13 -0.6985278 0.174 0.356  3.581930e-09
Rps12          3.270794e-13  0.2773589 0.904 0.674  3.654785e-09
Cyth3          3.810888e-13 -0.4557394 0.447 0.560  4.258286e-09
Rpl12          4.387010e-13  0.3238090 0.713 0.433  4.902045e-09
Gbp4           5.054113e-13  0.3140109 0.301 0.131  5.647466e-09
Rpl22          6.132965e-13  0.2935428 0.865 0.592  6.852975e-09
Fhl1           6.214096e-13  0.2979632 0.404 0.193  6.943630e-09
Foxo1          1.116591e-12  0.3259320 0.383 0.187  1.247679e-08
Scn7a          1.669691e-12 -0.6064800 0.277 0.438  1.865713e-08
Abcb1a         2.029766e-12  0.2905672 0.266 0.112  2.268061e-08
Pcp4l1         2.335996e-12  0.3281459 0.411 0.205  2.610242e-08
Sgk1           3.148962e-12 -0.3987942 0.557 0.641  3.518651e-08
Ppp3ca         3.275384e-12  0.3054010 0.596 0.334  3.659915e-08
Fam171a1       4.933337e-12  0.2670204 0.301 0.133  5.512510e-08
Nfia           6.670285e-12  0.3596923 0.309 0.146  7.453377e-08
Arpc1b         7.756182e-12  0.3041677 0.805 0.517  8.666757e-08
Dll4           9.138894e-12 -0.6962670 0.103 0.279  1.021180e-07
Mkl2           1.018016e-11  0.3131143 0.340 0.163  1.137531e-07
S100a10        1.333338e-11  0.2729962 0.869 0.622  1.489872e-07
Ptp4a3         1.571743e-11 -0.6262424 0.291 0.424  1.756266e-07
Nsa2           1.606374e-11  0.3255764 0.298 0.139  1.794963e-07
Timp3          1.614578e-11  0.3171838 0.691 0.439  1.804130e-07
Grrp1          1.656637e-11  0.3187363 0.482 0.265  1.851126e-07
Fmo2           1.729809e-11  0.2993989 0.369 0.182  1.932888e-07
Wfdc1          1.836570e-11 -0.6800437 0.234 0.384  2.052183e-07
Eef1b2         1.838957e-11  0.3039377 0.617 0.367  2.054850e-07
Neat1          2.698705e-11  0.3114227 0.624 0.384  3.015533e-07
Gm9493         2.874260e-11  0.3066285 0.532 0.302  3.211698e-07
Pmp22          2.937120e-11 -0.4180124 0.525 0.582  3.281937e-07
Grap           5.021089e-11 -0.4364042 0.433 0.532  5.610565e-07
Rpl6l          7.098438e-11  0.3104373 0.504 0.287  7.931795e-07
N4bp3          9.892783e-11 -0.5987558 0.227 0.378  1.105420e-06
Nsg1           1.429911e-10 -0.4194254 0.426 0.541  1.597782e-06
Gja4           1.618359e-10 -0.4709890 0.415 0.518  1.808354e-06
Tspan8         1.890296e-10 -0.4315085 0.408 0.533  2.112217e-06
Gnaq           2.033306e-10  0.2982011 0.418 0.230  2.272016e-06
Fli1           2.121562e-10  0.3008925 0.394 0.209  2.370634e-06
Gm9843         2.799971e-10  0.2792082 0.688 0.440  3.128687e-06
Smad6          2.936925e-10 -0.3467325 0.535 0.599  3.281721e-06
Prdx5          3.248821e-10  0.2832105 0.372 0.195  3.630233e-06
Kit            3.803818e-10 -0.6769754 0.188 0.329  4.250387e-06
Eif4b          4.068239e-10  0.2907034 0.294 0.144  4.545851e-06
Nedd4          4.100155e-10  0.2755253 0.461 0.257  4.581513e-06
Anxa5          5.056307e-10  0.2654230 0.770 0.503  5.649918e-06
Gm10036        5.173252e-10  0.2811478 0.330 0.168  5.780591e-06
Tppp3          5.558123e-10 -0.5837702 0.230 0.374  6.210647e-06
Cd24a          5.981545e-10 -0.4650907 0.379 0.500  6.683778e-06
Sox17          6.016042e-10 -0.4474544 0.443 0.520  6.722326e-06
2010111I01Rik  7.280451e-10  0.2838663 0.358 0.188  8.135176e-06
Nkd1           8.001421e-10 -0.2886696 0.574 0.615  8.940788e-06
Gm11808        8.184964e-10  0.2693252 0.610 0.371  9.145879e-06
Flt1           8.521557e-10  0.2661032 0.794 0.518  9.521988e-06
Pcdh1          9.801773e-10 -0.4641732 0.358 0.467  1.095250e-05
Gata2          1.152299e-09 -0.3432857 0.546 0.603  1.287579e-05
Rps26-ps1      1.152391e-09  0.2522371 0.266 0.125  1.287682e-05
Lpl            1.341476e-09 -0.6903725 0.131 0.276  1.498965e-05
Ldb2           1.538723e-09 -0.5252747 0.298 0.421  1.719369e-05
Raph1          1.556661e-09  0.2803767 0.394 0.217  1.739413e-05
Sav1           1.892588e-09  0.2885779 0.284 0.141  2.114778e-05
Aplnr          2.459201e-09 -0.6295776 0.191 0.331  2.747911e-05
Pnp            2.669593e-09  0.2527924 0.319 0.163  2.983004e-05
Tnfsf10        2.807884e-09  0.2544174 0.479 0.272  3.137530e-05
Eif3h          3.393047e-09  0.2610980 0.716 0.464  3.791391e-05
Ube2r2         3.968355e-09  0.2557611 0.397 0.219  4.434239e-05
Cd74           4.671369e-09  0.2578049 0.539 0.327  5.219788e-05
Sept4          5.333582e-09 -0.4375411 0.447 0.502  5.959745e-05
Vsir           5.623242e-09  0.2522351 0.401 0.221  6.283411e-05
Hs3st1         5.749591e-09  0.2631778 0.649 0.414  6.424593e-05
Rgs12          6.019471e-09 -0.6110651 0.177 0.312  6.726156e-05
Cox7a2l        6.463554e-09  0.2559757 0.770 0.522  7.222375e-05
Itm2c          8.396788e-09  0.2681069 0.582 0.359  9.382571e-05
Hey1           9.226118e-09 -0.6125175 0.177 0.313  1.030926e-04
Zfp36l1        9.338755e-09  0.2509536 0.592 0.367  1.043513e-04
Gm10076        1.032836e-08  0.2667704 0.578 0.361  1.154091e-04
Nhlrc2         1.247752e-08 -0.5811997 0.149 0.285  1.394239e-04
Mgll           1.270711e-08 -0.6055819 0.156 0.289  1.419893e-04
Ptms           1.360246e-08  0.2545993 0.596 0.372  1.519938e-04
1810058I24Rik  1.855039e-08  0.2520554 0.404 0.231  2.072820e-04
Serpinb9       2.355975e-08  0.2802173 0.340 0.186  2.632566e-04
Tspan18        4.043594e-08 -0.4002035 0.408 0.486  4.518312e-04
Fermt2         4.063340e-08 -0.3062957 0.543 0.579  4.540376e-04
Efnb2          6.228318e-08 -0.5885089 0.174 0.299  6.959522e-04
Nfat5          6.456151e-08  0.2710936 0.259 0.134  7.214104e-04
Dusp3          8.522551e-08 -0.4259259 0.344 0.443  9.523098e-04
Ppp1r2         9.377460e-08 -0.2516303 0.652 0.643  1.047837e-03
Lgals3bp       1.091906e-07 -0.5868238 0.149 0.271  1.220096e-03
Tubb2a         1.327115e-07 -0.2634771 0.617 0.631  1.482918e-03
Cdc42ep1       2.564748e-07 -0.4007385 0.390 0.467  2.865850e-03
Emp2           2.700211e-07 -0.4898137 0.436 0.468  3.017216e-03
Car2           2.742262e-07 -0.5353308 0.174 0.294  3.064204e-03
Rasgef1a       4.743234e-07 -0.3627835 0.415 0.495  5.300090e-03
Ypel3          6.722012e-07 -0.3377103 0.493 0.528  7.511177e-03
Tspan12        9.360992e-07 -0.3851872 0.376 0.451  1.045997e-02
Prickle1       1.042796e-06 -0.4749627 0.149 0.268  1.165220e-02
Dpysl2         1.330158e-06 -0.2911901 0.507 0.544  1.486319e-02
Cxcl12         1.401412e-06 -0.4783742 0.348 0.417  1.565938e-02
Hlx            1.734090e-06 -0.4824253 0.206 0.313  1.937672e-02
Efna1          1.764723e-06 -0.4176006 0.355 0.433  1.971902e-02
Plscr3         2.032234e-06 -0.3555211 0.411 0.469  2.270818e-02
Meis1          2.306020e-06 -0.5155227 0.156 0.263  2.576746e-02
Jup            2.434080e-06 -0.2527853 0.564 0.583  2.719841e-02
Ushbp1         2.795857e-06 -0.3827825 0.362 0.440  3.124090e-02
Dhrs3          3.055155e-06 -0.4532553 0.184 0.295  3.413830e-02
Ets2           3.978227e-06 -0.4640700 0.255 0.346  4.445270e-02
Gimap4         5.244396e-06 -0.3451439 0.415 0.475  5.860089e-02
Scarb1         1.056676e-05 -0.3696849 0.340 0.419  1.180730e-01
Dusp6          1.228370e-05 -0.4040267 0.358 0.423  1.372580e-01
Glul           1.240543e-05 -0.3917183 0.312 0.393  1.386183e-01
Vgll4          1.713370e-05 -0.3764757 0.376 0.431  1.914520e-01
Tmem243        2.313128e-05 -0.4329072 0.245 0.328  2.584689e-01
Ppp1r16b       2.470782e-05 -0.3687402 0.362 0.421  2.760852e-01
Ucp2           2.980699e-05 -0.3790863 0.287 0.370  3.330633e-01
Atp13a2        5.402413e-05 -0.4400312 0.195 0.279  6.036656e-01
Kitl           1.168685e-04 -0.4398202 0.202 0.276  1.000000e+00
Lgals9         1.431155e-04 -0.2897150 0.433 0.471  1.000000e+00
Acer2          1.785002e-04 -0.2576439 0.532 0.522  1.000000e+00
Tmem204        2.603373e-04 -0.2847461 0.440 0.457  1.000000e+00
S1pr4          2.612367e-04 -0.3927395 0.199 0.275  1.000000e+00
Eva1b          2.985595e-04 -0.2849859 0.429 0.454  1.000000e+00
Adrb1          3.094108e-04 -0.3207816 0.305 0.375  1.000000e+00
Rnf144a        5.270519e-04 -0.3660730 0.294 0.346  1.000000e+00
Git2           6.162863e-04 -0.3593981 0.280 0.338  1.000000e+00
Sema6a         7.116519e-04 -0.3316059 0.294 0.353  1.000000e+00
Sox11          7.233408e-04 -0.4028221 0.230 0.292  1.000000e+00
Tmcc3          8.564134e-04 -0.3175771 0.348 0.390  1.000000e+00
Slc48a1        1.126041e-03 -0.3151226 0.230 0.298  1.000000e+00
Ets1           1.156224e-03 -0.2948582 0.411 0.433  1.000000e+00
Trim8          1.746201e-03 -0.3055585 0.305 0.354  1.000000e+00
Guk1           2.074868e-03 -0.3111254 0.358 0.389  1.000000e+00
Sipa1          3.794755e-03 -0.2873569 0.326 0.367  1.000000e+00
Ncald          4.237483e-03 -0.3513725 0.234 0.279  1.000000e+00
Arhgef3        5.324594e-03 -0.2752315 0.266 0.317  1.000000e+00
Dpf2           5.375476e-03 -0.3210594 0.252 0.296  1.000000e+00
Smarca2        6.731941e-03 -0.2930714 0.255 0.304  1.000000e+00
Add3           9.243804e-03 -0.2984561 0.238 0.282  1.000000e+00
Prkch          9.440226e-03 -0.2858647 0.277 0.315  1.000000e+00
Clic5          9.916139e-03 -0.2572790 0.319 0.349  1.000000e+00
Mfng           1.017786e-02 -0.2816952 0.280 0.316  1.000000e+00
Cmtm3          1.064380e-02 -0.3034897 0.291 0.321  1.000000e+00
1110038F14Rik  1.162764e-02 -0.3113928 0.326 0.341  1.000000e+00
Tecpr1         1.325915e-02 -0.2753877 0.298 0.332  1.000000e+00
Mast4          1.405102e-02 -0.2700082 0.245 0.290  1.000000e+00
Bag5           1.565978e-02 -0.2660234 0.266 0.304  1.000000e+00
Fendrr         1.679942e-02 -0.3041117 0.252 0.283  1.000000e+00
Cish           2.040387e-02 -0.2793616 0.312 0.333  1.000000e+00
AW112010       2.219323e-02 -0.3524216 0.340 0.337  1.000000e+00
Lyn            2.279994e-02 -0.2625277 0.255 0.289  1.000000e+00
Cadm1          2.448005e-02 -0.2505355 0.397 0.393  1.000000e+00
Plaur          2.496816e-02 -0.2805898 0.301 0.322  1.000000e+00
Tor3a          2.763855e-02 -0.2931415 0.238 0.269  1.000000e+00
Mgst3          2.994063e-02 -0.2518889 0.270 0.297  1.000000e+00
Sumo3          4.208727e-02 -0.2517357 0.248 0.275  1.000000e+00
Arap3          5.790677e-02 -0.2585538 0.266 0.284  1.000000e+00
Rasgrp3        1.073187e-01 -0.2533011 0.266 0.276  1.000000e+00
