Gene                  p_val  avg_logFC pct.1 pct.2     p_val_adj
Foxp1          7.315646e-28  0.4267042 0.662 0.425  8.206691e-24
Armcx1         1.637463e-27  0.4785067 0.443 0.216  1.836906e-23
Oaz2           2.923104e-27  0.3582063 0.738 0.523  3.279138e-23
Sox4           1.052484e-26  0.5317732 0.441 0.237  1.180676e-22
Gimap6         2.584099e-26 -0.2706667 0.729 0.853  2.898843e-22
Ccrl2          2.735937e-26  0.5035921 0.355 0.160  3.069174e-22
Rnase4         2.838079e-26 -0.6445640 0.115 0.349  3.183757e-22
Tshz2          4.180050e-26 -0.4785626 0.348 0.568  4.689180e-22
Vwf            4.215265e-26  0.5199644 0.506 0.277  4.728685e-22
Mfsd5          8.361815e-26 -0.6369105 0.129 0.361  9.380284e-22
Mt2            1.301808e-25 -0.7712522 0.078 0.290  1.460368e-21
Egr1           1.478530e-25  0.5092795 0.457 0.254  1.658614e-21
Kctd10         2.830335e-25  0.4899156 0.398 0.201  3.175070e-21
Ndufa8         8.557669e-25 -0.3535524 0.531 0.663  9.599993e-21
Fmo1           1.082056e-24 -0.6506121 0.090 0.308  1.213850e-20
Hes1           1.086843e-24  0.3975505 0.682 0.455  1.219221e-20
Pja1           1.130819e-24  0.4808165 0.266 0.103  1.268553e-20
Gimap4         2.296067e-24 -0.3185822 0.592 0.735  2.575728e-20
Mylip          3.199429e-24 -0.6318972 0.137 0.354  3.589120e-20
Rcn1           3.535147e-24 -0.4367168 0.389 0.604  3.965728e-20
Hspb1          4.326421e-24  0.4152599 0.672 0.495  4.853379e-20
Fli1           4.631404e-24  0.4858984 0.400 0.202  5.195509e-20
Slco3a1        6.059820e-24 -0.6139128 0.115 0.335  6.797907e-20
Flt4           1.018479e-23 -0.5076200 0.297 0.509  1.142530e-19
Sat1           3.146548e-23  0.4065133 0.594 0.407  3.529798e-19
Hspa12b        1.062476e-22  0.4529054 0.277 0.118  1.191885e-18
Slc39a8        1.228507e-22 -0.6026354 0.174 0.390  1.378139e-18
Cpne2          1.421505e-22 -0.5847902 0.195 0.399  1.594644e-18
Sirpa          2.994760e-22 -0.6128226 0.086 0.289  3.359522e-18
Jam2           3.269616e-22  0.2827808 0.854 0.681  3.667855e-18
Ralgapa2       3.538017e-22 -0.6272292 0.133 0.343  3.968948e-18
Ap2a2          4.255583e-22 -0.4769654 0.299 0.519  4.773913e-18
Tfpi           1.306605e-21 -0.4086395 0.430 0.612  1.465750e-17
Manf           1.445028e-21 -0.2724139 0.709 0.824  1.621032e-17
Cd36           1.461351e-21  0.3211142 0.752 0.513  1.639344e-17
Prelp          3.743154e-21 -0.5461260 0.129 0.340  4.199070e-17
Gja1           4.201168e-21 -0.5876722 0.117 0.321  4.712871e-17
Tspo           7.237966e-21  0.3015472 0.779 0.598  8.119550e-17
Bok            7.979052e-21 -0.6170548 0.090 0.279  8.950901e-17
Gmfg           1.162497e-20 -0.6375895 0.080 0.268  1.304089e-16
Cfh            1.595976e-20 -0.5677310 0.156 0.354  1.790366e-16
Calcrl         1.829246e-20 -0.3918133 0.418 0.599  2.052048e-16
Mmrn2          1.832171e-20  0.2668426 0.852 0.695  2.055330e-16
AU021092       2.438201e-20  0.4445565 0.568 0.375  2.735174e-16
Acvrl1         3.618855e-20  0.4581931 0.359 0.184  4.059631e-16
Bambi          3.851557e-20 -0.6145571 0.082 0.267  4.320677e-16
Cmtm8          5.091799e-20 -0.3333852 0.510 0.675  5.711980e-16
Slc40a1        6.126171e-20 -0.6400976 0.113 0.300  6.872339e-16
F8             6.476086e-20 -0.3512604 0.488 0.657  7.264873e-16
Actn4          7.255459e-20  0.3242844 0.688 0.497  8.139174e-16
Kitl           7.447816e-20  0.4240674 0.268 0.115  8.354960e-16
Cyr61          9.807501e-20  0.5686630 0.355 0.192  1.100205e-15
Rasgrp2        1.113229e-19 -0.5974279 0.129 0.314  1.248820e-15
Mcam           1.122875e-19  0.3912575 0.449 0.247  1.259641e-15
Maged2         1.140938e-19  0.4060910 0.373 0.194  1.279904e-15
Emcn           1.517883e-19 -0.3239986 0.506 0.657  1.702761e-15
Arrb2          3.185993e-19 -0.5549510 0.121 0.309  3.574047e-15
Il1a           3.617467e-19  0.3976750 0.412 0.223  4.058075e-15
Tmem140        4.300341e-19 -0.3647679 0.453 0.622  4.824123e-15
Nxn            5.064660e-19  0.4043842 0.363 0.189  5.681535e-15
Dab2           6.074738e-19 -0.3114632 0.553 0.714  6.814642e-15
Ada            6.548805e-19 -0.5860421 0.086 0.261  7.346450e-15
Nptn           7.828795e-19 -0.4986519 0.225 0.414  8.782342e-15
Hist1h2bc      1.812939e-18  0.3835532 0.471 0.283  2.033755e-14
Sptbn1         2.599950e-18  0.2785604 0.807 0.624  2.916624e-14
Isg15          4.101873e-18  0.4759234 0.434 0.263  4.601481e-14
Rcn3           4.812817e-18 -0.4653789 0.254 0.443  5.399018e-14
Klf6           9.493675e-18  0.3908010 0.502 0.319  1.065000e-13
Hspg2          1.013259e-17 -0.3694218 0.408 0.594  1.136673e-13
Hist1h1c       1.091755e-17  0.4364107 0.277 0.133  1.224730e-13
Exoc3l2        1.339756e-17 -0.4730508 0.191 0.380  1.502939e-13
Lama4          1.761581e-17  0.3688379 0.297 0.140  1.976142e-13
Lima1          6.531220e-17  0.3705794 0.449 0.267  7.326723e-13
Hsp90aa1       6.792793e-17  0.3033828 0.699 0.543  7.620155e-13
Pdlim7         7.769228e-17  0.4345677 0.346 0.189  8.715520e-13
Amigo2         7.892731e-17 -0.5329718 0.092 0.259  8.854066e-13
Myct1          8.662384e-17 -0.3185504 0.475 0.640  9.717463e-13
Dse            8.828061e-17 -0.5464125 0.119 0.287  9.903319e-13
Snx2           1.137550e-16 -0.3500329 0.438 0.592  1.276104e-12
Litaf          2.110286e-16  0.3741012 0.277 0.133  2.367318e-12
Tmem176a       2.188429e-16 -0.3515267 0.381 0.534  2.454979e-12
Ppfibp1        2.655648e-16  0.3975382 0.266 0.129  2.979106e-12
Serpinb9       3.358022e-16  0.4224034 0.279 0.141  3.767029e-12
Csrp2          6.172936e-16 -0.3314574 0.412 0.565  6.924800e-12
Adgrg3         6.363575e-16 -0.4444025 0.240 0.419  7.138659e-12
Id1            1.181815e-15  0.3316844 0.584 0.412  1.325761e-11
Tmem176b       1.948453e-15 -0.2951741 0.506 0.621  2.185775e-11
Lpar6          2.437504e-15 -0.3312657 0.480 0.612  2.734392e-11
Sgpp1          2.792631e-15 -0.4612382 0.246 0.402  3.132773e-11
Herpud1        2.956726e-15 -0.4055251 0.291 0.459  3.316855e-11
Tpst2          5.027134e-15 -0.2696224 0.521 0.681  5.639439e-11
Myo10          5.365416e-15 -0.5187220 0.125 0.282  6.018924e-11
Ehd1           5.775297e-15  0.3957616 0.348 0.198  6.478728e-11
Kdelr2         6.538916e-15 -0.3234584 0.430 0.579  7.335356e-11
Heg1           7.502863e-15  0.3352090 0.592 0.411  8.416711e-11
Lyve1          9.442692e-15 -0.5309183 0.166 0.326  1.059281e-10
Plec           1.228660e-14  0.3740876 0.305 0.164  1.378311e-10
Bace2          1.552681e-14 -0.2864784 0.492 0.635  1.741797e-10
Cenpa          1.630145e-14  0.3500947 0.330 0.179  1.828697e-10
Lfng           1.672684e-14 -0.4744754 0.117 0.276  1.876417e-10
Emilin1        1.684875e-14 -0.3384960 0.406 0.544  1.890092e-10
Adam23         2.127687e-14 -0.4461267 0.311 0.458  2.386839e-10
Gstp1          2.646969e-14  0.3550532 0.295 0.155  2.969369e-10
Cmtm3          2.683077e-14 -0.3761948 0.299 0.463  3.009876e-10
Cdh13          4.527741e-14 -0.3552366 0.322 0.478  5.079220e-10
Eif3a          5.669525e-14  0.3228096 0.469 0.299  6.360073e-10
Fscn1          5.731887e-14 -0.4325976 0.191 0.349  6.430031e-10
Rasal2         5.876042e-14 -0.4651713 0.197 0.351  6.591744e-10
Cyp26b1        7.586180e-14 -0.4063281 0.342 0.495  8.510177e-10
Prex2          7.663179e-14  0.2713618 0.689 0.518  8.596555e-10
Klf4           8.828046e-14  0.3824854 0.486 0.345  9.903302e-10
Fyn            9.322910e-14 -0.3547586 0.363 0.508  1.045844e-09
Dhrs7          9.652085e-14 -0.3611217 0.299 0.449  1.082771e-09
Pcdh12         9.925366e-14 -0.4742810 0.164 0.318  1.113428e-09
Klf13          1.061003e-13  0.2857978 0.600 0.447  1.190233e-09
Chst15         1.218134e-13 -0.4269711 0.168 0.326  1.366502e-09
Enpep          1.323577e-13 -0.4889492 0.119 0.266  1.484789e-09
Epas1          1.474107e-13  0.2557212 0.697 0.540  1.653653e-09
Stard8         1.615656e-13 -0.4376708 0.197 0.357  1.812443e-09
Nuak1          1.831481e-13  0.3908969 0.256 0.134  2.054555e-09
Nucb1          1.878193e-13 -0.2804952 0.484 0.623  2.106957e-09
Agpat5         1.904641e-13 -0.4504222 0.234 0.387  2.136626e-09
Ctnnb1         2.063687e-13  0.3019247 0.537 0.368  2.315044e-09
Gm10605        2.490904e-13 -0.4207781 0.162 0.319  2.794296e-09
Dapk2          2.815419e-13  0.2876074 0.562 0.396  3.158338e-09
Adipor1        2.907181e-13 -0.2884233 0.490 0.611  3.261276e-09
Ppp1r14a       2.987201e-13  0.3037507 0.381 0.222  3.351042e-09
Btg2           3.005369e-13  0.3740438 0.473 0.338  3.371423e-09
Serpinb6b      4.661761e-13  0.3583220 0.283 0.158  5.229564e-09
Gstm1          4.702662e-13  0.3435834 0.479 0.318  5.275446e-09
Aes            5.647495e-13  0.2732720 0.609 0.449  6.335360e-09
Man2b1         5.900683e-13 -0.3955666 0.256 0.404  6.619386e-09
Clec1a         8.154652e-13  0.3103969 0.475 0.307  9.147889e-09
Ahr            8.389522e-13 -0.3913655 0.176 0.331  9.411366e-09
Fcer1g         1.008101e-12 -0.4179338 0.277 0.418  1.130888e-08
Nrp2           1.172550e-12 -0.3537608 0.320 0.472  1.315366e-08
Spop           1.547840e-12  0.3527736 0.363 0.223  1.736367e-08
Lims2          1.596369e-12  0.3268107 0.406 0.261  1.790807e-08
AW112010       1.953323e-12 -0.3500960 0.320 0.471  2.191238e-08
Mpp1           2.158909e-12 -0.4204368 0.160 0.304  2.421864e-08
Zyx            2.306142e-12  0.3486077 0.375 0.236  2.587030e-08
Slc44a2        2.859242e-12  0.3286808 0.361 0.214  3.207498e-08
Edn1           4.728969e-12  0.3810101 0.393 0.248  5.304958e-08
Sdf2l1         5.300973e-12 -0.3648232 0.311 0.447  5.946631e-08
Add3           7.723181e-12 -0.3946163 0.195 0.333  8.663865e-08
Cxcl10         1.100965e-11 -0.5170774 0.162 0.293  1.235063e-07
Pla2g16        1.830969e-11  0.3362927 0.316 0.195  2.053981e-07
Dennd4c        2.176041e-11  0.3203404 0.287 0.164  2.441083e-07
Ceacam1        2.288260e-11  0.3287470 0.285 0.162  2.566970e-07
P2rx4          2.367439e-11 -0.4089402 0.137 0.266  2.655793e-07
Camk2d         2.753757e-11  0.2954462 0.412 0.265  3.089165e-07
Hpgd           3.036795e-11 -0.3333676 0.412 0.514  3.406676e-07
Bcam           3.973464e-11  0.2988991 0.482 0.332  4.457432e-07
Tnfsf10        4.771135e-11 -0.4064753 0.146 0.281  5.352260e-07
Armcx3         7.489419e-11  0.2981747 0.350 0.214  8.401630e-07
Mgat1          1.156587e-10 -0.3286703 0.338 0.464  1.297459e-06
Ly96           1.203244e-10 -0.3011787 0.389 0.522  1.349799e-06
Pebp1          1.296189e-10  0.2532659 0.602 0.462  1.454065e-06
Tmem44         1.593879e-10  0.2965327 0.299 0.177  1.788014e-06
Tmem204        2.637335e-10 -0.2780165 0.404 0.529  2.958562e-06
Znrf1          2.690657e-10 -0.3248492 0.289 0.419  3.018380e-06
Ncoa3          3.265256e-10 -0.4121493 0.186 0.307  3.662964e-06
Mapk3          4.851130e-10  0.2672338 0.580 0.441  5.441998e-06
Cd82           5.160319e-10  0.2738211 0.359 0.225  5.788846e-06
Fxyd5          6.369404e-10  0.2617630 0.562 0.433  7.145198e-06
Sox18          6.621705e-10  0.2505872 0.498 0.349  7.428229e-06
Cdkn1c         1.139547e-09  0.3269107 0.342 0.218  1.278344e-05
Tmem9b         1.305181e-09 -0.2936978 0.340 0.465  1.464152e-05
Kcnq1ot1       1.449025e-09  0.3205346 0.322 0.202  1.625516e-05
Mef2a          1.506495e-09 -0.3021088 0.254 0.387  1.689986e-05
Zfp36          1.551530e-09  0.2800397 0.549 0.442  1.740506e-05
Slc48a1        1.753505e-09  0.2699221 0.287 0.169  1.967082e-05
Adgre5         2.049508e-09  0.2749822 0.406 0.271  2.299139e-05
Pros1          2.086411e-09 -0.2594148 0.449 0.558  2.340535e-05
Ap1b1          2.112569e-09 -0.3399912 0.232 0.355  2.369880e-05
Rpn1           2.263539e-09 -0.3036777 0.342 0.461  2.539238e-05
Fosb           2.338977e-09  0.3185597 0.365 0.251  2.623864e-05
Mertk          2.436907e-09 -0.3807160 0.148 0.263  2.733723e-05
Acer2          2.705356e-09  0.2501336 0.537 0.402  3.034868e-05
Csrp1          3.166748e-09  0.2636577 0.527 0.399  3.552457e-05
Cd302          3.428999e-09 -0.2504667 0.438 0.544  3.846651e-05
Serpina3f      3.561076e-09 -0.3889005 0.139 0.251  3.994815e-05
Pxdn           4.065308e-09 -0.3587527 0.178 0.300  4.560462e-05
Mxra7          4.314548e-09 -0.3235797 0.137 0.252  4.840060e-05
Dnajb9         5.096090e-09 -0.3729525 0.182 0.298  5.716793e-05
Sft2d1         5.348352e-09 -0.2776029 0.350 0.463  5.999781e-05
Snx5           6.237561e-09 -0.2621502 0.426 0.522  6.997296e-05
Ets2           6.352585e-09 -0.3209806 0.293 0.410  7.126329e-05
Cd2ap          8.721641e-09  0.2967107 0.309 0.197  9.783937e-05
Plcb4          8.959986e-09  0.2805054 0.328 0.210  1.005131e-04
Lasp1          1.366342e-08  0.2719606 0.430 0.304  1.532763e-04
Myadm          1.435677e-08  0.2529450 0.326 0.206  1.610543e-04
Orai1          1.515415e-08  0.2550492 0.369 0.248  1.699993e-04
Npl            1.851959e-08 -0.3293940 0.211 0.321  2.077527e-04
Gbp4           1.888380e-08  0.3012849 0.340 0.228  2.118384e-04
Sh3tc1         2.526066e-08 -0.3105845 0.148 0.265  2.833741e-04
Iqgap1         2.531169e-08  0.2813742 0.303 0.199  2.839466e-04
Thra           2.637428e-08  0.2845726 0.312 0.205  2.958667e-04
Slc6a6         2.717757e-08  0.3125955 0.254 0.158  3.048780e-04
Cldnd1         2.888962e-08  0.2523174 0.400 0.282  3.240837e-04
Rnaset2a       2.900415e-08 -0.2615684 0.357 0.470  3.253685e-04
Hhex           3.044176e-08  0.3044814 0.307 0.204  3.414956e-04
Hexa           3.280077e-08 -0.2591549 0.422 0.520  3.679590e-04
Acer3          3.851214e-08 -0.3513104 0.182 0.288  4.320292e-04
Sh3bgrl        6.851913e-08  0.2598345 0.373 0.257  7.686476e-04
Khk            8.803701e-08 -0.3226519 0.156 0.262  9.875992e-04
Arhgef15       1.111084e-07 -0.2924938 0.279 0.382  1.246413e-03
Smpdl3a        1.153240e-07 -0.2648666 0.256 0.373  1.293704e-03
Smim14         1.272213e-07 -0.2770903 0.229 0.338  1.427169e-03
Ripply3        1.474865e-07 -0.2667969 0.238 0.343  1.654504e-03
Raph1          1.683034e-07 -0.3370421 0.252 0.347  1.888028e-03
Rbp1           2.226875e-07 -0.2899286 0.205 0.314  2.498108e-03
C5ar2          2.335195e-07 -0.3415315 0.166 0.264  2.619622e-03
Csf1           3.070401e-07 -0.3090088 0.182 0.283  3.444375e-03
Ldhb           6.188906e-07 -0.3118986 0.195 0.289  6.942715e-03
Tmcc2          1.321596e-06 -0.3142375 0.180 0.269  1.482566e-02
Tpp1           1.466925e-06 -0.2542623 0.338 0.431  1.645596e-02
Mrps36         1.478389e-06 -0.2897449 0.188 0.278  1.658456e-02
Tbxa2r         1.695848e-06 -0.2793706 0.258 0.353  1.902403e-02
Alad           2.036401e-06 -0.2712218 0.172 0.266  2.284435e-02
Tmem64         2.107081e-06 -0.2769637 0.236 0.336  2.363724e-02
Qsox1          5.095191e-06 -0.2645353 0.207 0.296  5.715785e-02
Arhgap23       6.055164e-06 -0.2687237 0.213 0.297  6.792683e-02
Ccnd1          6.763411e-06 -0.3045144 0.225 0.300  7.587195e-02
Strn4          8.179052e-06 -0.2775708 0.207 0.290  9.175260e-02
Creld2         1.023562e-05 -0.2589416 0.248 0.338  1.148232e-01
Lrp5           1.180503e-05 -0.2546816 0.166 0.252  1.324289e-01
Slc7a7         1.241341e-05 -0.2641484 0.199 0.282  1.392536e-01
Renbp          2.189752e-05 -0.2557548 0.188 0.273  2.456464e-01
Cd84           3.580476e-05 -0.2753815 0.217 0.288  4.016577e-01
Nostrin        4.327464e-05 -0.2541687 0.268 0.337  4.854549e-01
