Gene                  p_val  avg_logFC pct.1 pct.2     p_val_adj
Heg1           8.020061e-18  0.6503474 0.714 0.386  8.961616e-14
Tinagl1        8.117860e-18  0.5737015 0.800 0.460  9.070897e-14
Tsc22d1        9.846599e-18  0.6276190 0.750 0.422  1.100259e-13
Avpi1          2.155497e-17  0.6540421 0.479 0.187  2.408553e-13
Cyp4b1         6.047208e-17 -0.3900138 0.721 0.862  6.757150e-13
Tmem100        8.526948e-17 -0.3031655 0.829 0.969  9.528012e-13
Nsg1           4.378234e-16 -0.8590391 0.229 0.544  4.892239e-12
Eln            8.483528e-16  0.7976942 0.471 0.209  9.479494e-12
Igfbp4         9.696407e-16  0.5790933 0.793 0.514  1.083477e-11
Clec1a         1.876293e-15 -0.5983362 0.450 0.708  2.096569e-11
Plpp1          2.625503e-15 -0.4791563 0.557 0.779  2.933737e-11
Bhlhe40        1.475376e-14  0.5708512 0.279 0.086  1.648586e-10
Fmo2           3.948884e-14  0.5760495 0.450 0.186  4.412483e-10
8430408G22Rik  4.344839e-14  0.8356600 0.271 0.088  4.854923e-10
Cxcl12         4.445263e-14  0.5773517 0.686 0.402  4.967137e-10
Ebf1           8.028005e-14  0.7014749 0.257 0.081  8.970492e-10
Ccnd2          9.382987e-14  0.5844732 0.521 0.246  1.048455e-09
Nkd1           1.150212e-13 -0.6389158 0.364 0.621  1.285247e-09
Cmip           1.604857e-13  0.6356208 0.357 0.138  1.793267e-09
Abi3bp         2.069492e-13  0.5964885 0.464 0.207  2.312450e-09
Pla2g16        2.372345e-13  0.6388320 0.293 0.100  2.650858e-09
Acvrl1         4.422468e-13 -0.2663130 0.814 0.945  4.941666e-09
Mfap2          4.743952e-13 -0.5633906 0.421 0.669  5.300892e-09
Fxyd5          6.312436e-13  0.5422827 0.664 0.383  7.053516e-09
Nrarp          1.075531e-12  0.6125991 0.421 0.183  1.201799e-08
Gpihbp1        1.252919e-12 -0.3838402 0.664 0.857  1.400012e-08
Rfk            1.668767e-12  0.6393893 0.371 0.152  1.864680e-08
Fam3c          3.123992e-12  0.7218895 0.443 0.212  3.490749e-08
Pmp22          4.386892e-12 -0.6650058 0.357 0.586  4.901914e-08
Sema3g         4.797822e-12  0.5095314 0.471 0.210  5.361086e-08
Tuba1a         5.094439e-12 -0.3082898 0.714 0.871  5.692526e-08
Bsg            6.893315e-12  0.3824634 0.871 0.719  7.702590e-08
Jam2           7.488292e-12  0.5702023 0.407 0.179  8.367418e-08
Stmn1          8.391701e-12 -0.5668525 0.400 0.635  9.376887e-08
Rps28          9.148448e-12  0.2856720 0.957 0.848  1.022248e-07
Azin1          9.929201e-12  0.6029958 0.314 0.122  1.109489e-07
Afap1l1        1.797701e-11 -0.4909817 0.436 0.648  2.008751e-07
S100a11        2.677129e-11  0.5109097 0.693 0.452  2.991424e-07
Flnb           3.132051e-11  0.5347305 0.336 0.135  3.499754e-07
Pbx1           3.239885e-11  0.6092875 0.286 0.109  3.620248e-07
Cd47           3.409814e-11 -0.3198387 0.679 0.823  3.810127e-07
Pcdh1          8.262501e-11 -0.7260829 0.221 0.468  9.232519e-07
Cdh5           8.311805e-11 -0.2617233 0.757 0.887  9.287611e-07
Eogt           1.394503e-10  0.4991841 0.264 0.094  1.558218e-06
Tspan8         1.827899e-10 -0.6415465 0.286 0.532  2.042494e-06
Tmcc2          1.919448e-10 -0.6218327 0.350 0.553  2.144791e-06
Tcn2           2.062282e-10 -0.3639238 0.629 0.778  2.304394e-06
Cst3           2.480711e-10  0.2866430 0.979 0.890  2.771947e-06
Myzap          5.111029e-10 -0.4694936 0.450 0.652  5.711064e-06
Nostrin        6.065670e-10 -0.6619569 0.293 0.497  6.777779e-06
Efna1          9.416966e-10  0.4588197 0.664 0.419  1.052252e-05
Prx            1.211761e-09 -0.8352613 0.164 0.380  1.354022e-05
Ctla2a         1.595120e-09 -0.2533913 0.779 0.927  1.782387e-05
Pard6g         1.989879e-09 -0.8486573 0.100 0.326  2.223491e-05
Ctsb           3.283019e-09  0.4479731 0.657 0.442  3.668445e-05
Atp1b3         4.165563e-09  0.4525593 0.593 0.367  4.654600e-05
Rap1a          4.246959e-09 -0.3504922 0.564 0.722  4.745552e-05
Slco2a1        6.148613e-09 -0.3815914 0.500 0.674  6.870460e-05
Efnb2          7.642954e-09  0.4745705 0.507 0.283  8.540237e-05
Scn7a          1.061093e-08 -0.6851923 0.229 0.434  1.185666e-04
Gja4           1.172304e-08  0.3961519 0.736 0.502  1.309932e-04
Ripply3        1.342807e-08 -0.5886574 0.300 0.492  1.500453e-04
Rps21          1.355518e-08  0.3075690 0.886 0.719  1.514655e-04
Car4           1.804370e-08 -0.4282862 0.571 0.674  2.016203e-04
Bmp4           2.938779e-08  0.5375173 0.279 0.122  3.283791e-04
Apold1         3.062190e-08  0.4471265 0.307 0.137  3.421691e-04
Dap            3.080544e-08  0.4965427 0.279 0.122  3.442200e-04
Hs3st1         4.477499e-08 -0.6185277 0.236 0.438  5.003158e-04
Sgk1           4.862412e-08 -0.4418466 0.479 0.641  5.433259e-04
Gpx1           5.114071e-08  0.4524001 0.536 0.329  5.714463e-04
Rrbp1          6.143405e-08  0.4179754 0.557 0.340  6.864641e-04
Sept11         8.333560e-08  0.3770696 0.286 0.122  9.311920e-04
Rpl36a         1.091281e-07  0.2774908 0.893 0.750  1.219397e-03
Kank3          1.302235e-07 -0.4085361 0.429 0.620  1.455117e-03
Dst            1.390241e-07  0.4810192 0.336 0.169  1.553455e-03
Txndc5         2.250554e-07  0.4107026 0.329 0.159  2.514770e-03
Mgll           2.541613e-07  0.4477111 0.486 0.272  2.839999e-03
Rgs3           2.548749e-07  0.4556221 0.364 0.188  2.847972e-03
Ahnak          2.935248e-07  0.4170422 0.457 0.258  3.279846e-03
Notch1         4.510270e-07  0.3951945 0.393 0.207  5.039775e-03
Sat1           4.669400e-07  0.3735947 0.671 0.491  5.217587e-03
Camk2d         4.745996e-07  0.3756449 0.479 0.272  5.303176e-03
Rgs12          6.081235e-07 -0.6718728 0.121 0.309  6.795172e-03
Hmox2          6.446217e-07  0.3803772 0.293 0.138  7.203003e-03
Nedd9          6.925868e-07  0.4493503 0.257 0.117  7.738965e-03
Impdh1         7.081463e-07 -0.4276208 0.400 0.562  7.912827e-03
Galnt18        7.909607e-07 -0.4513449 0.386 0.544  8.838195e-03
Itga6          1.229982e-06  0.3485246 0.486 0.278  1.374382e-02
H2-Aa          1.358178e-06 -0.6851454 0.164 0.340  1.517628e-02
Hes1           1.527806e-06 -0.4594123 0.386 0.538  1.707171e-02
Tspan18        1.538322e-06 -0.4836205 0.329 0.486  1.718921e-02
Stom           1.571479e-06  0.3846238 0.329 0.166  1.755971e-02
Rps10          1.588604e-06  0.2807913 0.864 0.704  1.775107e-02
Aplnr          1.715910e-06 -0.7270722 0.164 0.327  1.917357e-02
Vat1           1.821998e-06 -0.4150720 0.371 0.542  2.035900e-02
Tns1           1.949574e-06  0.4294975 0.429 0.251  2.178455e-02
Cyr61          2.176021e-06  0.4993442 0.407 0.241  2.431485e-02
Ikbkb          2.265797e-06  0.3489610 0.357 0.186  2.531802e-02
Socs2          2.321331e-06  0.4209716 0.364 0.203  2.593855e-02
Hey1           2.323311e-06  0.3641899 0.493 0.296  2.596068e-02
Crip1          2.352946e-06  0.2589325 0.950 0.796  2.629182e-02
Casc4          2.516279e-06 -0.5605599 0.229 0.399  2.811690e-02
Sparcl1        2.867715e-06  0.4911242 0.343 0.189  3.204385e-02
Cxcl16         3.721589e-06  0.4128151 0.314 0.162  4.158504e-02
Cmtm3          3.877813e-06 -0.5736978 0.150 0.325  4.333069e-02
Smagp          3.904273e-06 -0.3446467 0.464 0.623  4.362635e-02
H2-Q7          3.953796e-06 -0.3842704 0.471 0.588  4.417972e-02
Gm12216        4.211470e-06 -0.2941738 0.621 0.734  4.705896e-02
Rasgef1a       4.258618e-06 -0.4514538 0.336 0.495  4.758580e-02
Mkl2           4.670036e-06  0.4536250 0.314 0.170  5.218299e-02
Pitpnc1        4.975675e-06 -0.3740283 0.421 0.559  5.559819e-02
Bin1           5.557062e-06 -0.6082782 0.164 0.323  6.209461e-02
Cyth3          7.089039e-06 -0.3756412 0.436 0.557  7.921293e-02
Crim1          7.990303e-06  0.3682715 0.350 0.193  8.928365e-02
Edn1           9.336385e-06  0.3629010 0.564 0.377  1.043248e-01
Amd1           9.364509e-06  0.3569073 0.257 0.126  1.046390e-01
Ankrd44        1.081755e-05 -0.5949609 0.186 0.338  1.208753e-01
Gm9493         1.082276e-05  0.3707983 0.486 0.312  1.209335e-01
Rpl12          1.120578e-05  0.3300399 0.643 0.446  1.252134e-01
Prickle1       1.214995e-05 -0.5839503 0.107 0.265  1.357635e-01
Carhsp1        1.222644e-05 -0.4453588 0.307 0.464  1.366182e-01
Cadm1          1.248255e-05 -0.5273227 0.257 0.398  1.394800e-01
Alas1          1.382015e-05  0.3929050 0.329 0.186  1.544263e-01
Mapt           1.388265e-05 -0.5458733 0.193 0.348  1.551247e-01
Lasp1          1.464357e-05  0.3871740 0.379 0.221  1.636273e-01
Ifngr2         1.486015e-05 -0.5513376 0.164 0.319  1.660474e-01
N4bp3          1.525684e-05 -0.4929591 0.207 0.373  1.704800e-01
Gimap6         1.760966e-05 -0.2521703 0.593 0.680  1.967704e-01
Tmem140        2.215873e-05 -0.3835868 0.371 0.517  2.476017e-01
Mrpl17         2.277945e-05  0.3457512 0.371 0.216  2.545375e-01
Klf7           2.492426e-05 -0.2999918 0.500 0.627  2.785037e-01
Wwtr1          2.847742e-05  0.3129827 0.321 0.174  3.182067e-01
Plcb4          2.861565e-05  0.4116642 0.264 0.138  3.197513e-01
Ivns1abp       2.890227e-05  0.3546282 0.279 0.148  3.229539e-01
Aida           4.212260e-05  0.3763615 0.271 0.144  4.706779e-01
Grap           4.436470e-05 -0.3688207 0.407 0.529  4.957312e-01
Lgals3bp       4.436872e-05  0.3912076 0.407 0.257  4.957761e-01
Rap1b          5.638802e-05 -0.2986884 0.457 0.579  6.300798e-01
Dll4           5.650223e-05  0.3395716 0.414 0.261  6.313559e-01
Tmem2          6.668901e-05  0.2983083 0.486 0.315  7.451830e-01
Tubb2a         6.835634e-05 -0.2991889 0.536 0.633  7.638138e-01
Tbx3           7.236167e-05 -0.4250951 0.336 0.444  8.085694e-01
H2-Ab1         7.541913e-05 -0.5228505 0.279 0.404  8.427333e-01
St3gal4        7.959196e-05  0.2997807 0.300 0.165  8.893605e-01
Gm10073        8.155080e-05  0.2937113 0.400 0.241  9.112486e-01
Adrb1          8.685624e-05 -0.4845549 0.243 0.374  9.705316e-01
Cdc42ep1       9.018716e-05 -0.3918565 0.329 0.466  1.000000e+00
Rpl30          9.335821e-05  0.2519555 0.800 0.654  1.000000e+00
Sema6a         9.939977e-05 -0.4814798 0.214 0.353  1.000000e+00
Arpc1b         1.020961e-04  0.2793496 0.693 0.531  1.000000e+00
Actn4          1.136857e-04  0.2838658 0.593 0.410  1.000000e+00
ATP8           1.218804e-04  0.3253513 0.264 0.143  1.000000e+00
Hmcn1          1.231236e-04 -0.4525909 0.307 0.423  1.000000e+00
Rexo2          1.277672e-04  0.3088086 0.371 0.230  1.000000e+00
Nfkbiz         1.317805e-04  0.3162349 0.286 0.160  1.000000e+00
Sigirr         1.320180e-04  0.3239906 0.314 0.182  1.000000e+00
Slc6a6         1.362504e-04  0.3458983 0.336 0.199  1.000000e+00
Dpysl2         1.404924e-04 -0.3465208 0.443 0.545  1.000000e+00
Mcfd2          1.423188e-04  0.3449026 0.371 0.233  1.000000e+00
Cdk2ap2        1.466691e-04  0.2783777 0.300 0.168  1.000000e+00
Mbnl1          1.561927e-04  0.3273854 0.379 0.237  1.000000e+00
Rpl36al        1.583427e-04  0.2675532 0.686 0.539  1.000000e+00
Sox11          1.868176e-04 -0.5677080 0.171 0.292  1.000000e+00
Smpdl3a        2.051267e-04  0.2820482 0.571 0.408  1.000000e+00
Chst12         2.083052e-04  0.2843490 0.300 0.171  1.000000e+00
Ehd1           2.099280e-04 -0.3157974 0.414 0.544  1.000000e+00
Upp1           2.179620e-04  0.2966110 0.336 0.203  1.000000e+00
Mgat1          2.264921e-04 -0.4589659 0.179 0.314  1.000000e+00
Id2            2.487146e-04  0.3500511 0.457 0.319  1.000000e+00
Cish           2.496629e-04 -0.4822437 0.214 0.335  1.000000e+00
Sox18          2.537450e-04  0.2980524 0.521 0.367  1.000000e+00
Tspan12        3.247570e-04 -0.3413822 0.329 0.450  1.000000e+00
Gm2000         3.726916e-04  0.2867976 0.257 0.144  1.000000e+00
Zcrb1          3.853137e-04 -0.3488886 0.250 0.386  1.000000e+00
Emp2           3.904059e-04 -0.3974572 0.379 0.469  1.000000e+00
Efnb1          3.960513e-04 -0.3441615 0.364 0.480  1.000000e+00
Rnpep          4.183884e-04  0.3281107 0.264 0.152  1.000000e+00
Pllp           4.250180e-04 -0.2961851 0.414 0.520  1.000000e+00
Jup            4.313321e-04 -0.2686739 0.500 0.585  1.000000e+00
Lfng           4.324961e-04 -0.4375510 0.186 0.310  1.000000e+00
Gpr146         4.424711e-04 -0.3928726 0.243 0.369  1.000000e+00
Tmem243        4.606784e-04 -0.4348684 0.200 0.326  1.000000e+00
Gm9843         4.747574e-04  0.2603249 0.607 0.452  1.000000e+00
Atf4           4.965424e-04 -0.3239776 0.357 0.473  1.000000e+00
Casp8          5.253534e-04  0.2850380 0.350 0.220  1.000000e+00
Tpst2          5.265585e-04 -0.2872108 0.429 0.541  1.000000e+00
Trib2          5.315902e-04 -0.4594348 0.150 0.268  1.000000e+00
Swi5           5.443841e-04  0.2771166 0.629 0.461  1.000000e+00
Rab1a          5.531299e-04 -0.2758081 0.450 0.552  1.000000e+00
Timp3          5.769192e-04  0.2606370 0.593 0.452  1.000000e+00
Tppp3          6.059844e-04 -0.3659768 0.243 0.368  1.000000e+00
Cd74           6.085449e-04 -0.5420865 0.236 0.346  1.000000e+00
Slc29a1        6.410578e-04 -0.3443424 0.264 0.380  1.000000e+00
Cnot4          6.452703e-04  0.2787460 0.257 0.147  1.000000e+00
Arhgef3        6.584159e-04 -0.4011050 0.193 0.318  1.000000e+00
Mxra7          6.796785e-04 -0.3857407 0.257 0.377  1.000000e+00
Xdh            7.142657e-04 -0.4703569 0.150 0.266  1.000000e+00
H1f0           7.187731e-04  0.2744487 0.486 0.343  1.000000e+00
Arl4d          8.199513e-04 -0.4323895 0.186 0.302  1.000000e+00
Sept4          8.374230e-04 -0.3134392 0.421 0.501  1.000000e+00
Hspa1a         8.556995e-04  0.3118102 0.350 0.223  1.000000e+00
Ankrd33b       8.702151e-04 -0.3228149 0.343 0.460  1.000000e+00
Ptms           8.771286e-04  0.2603066 0.536 0.383  1.000000e+00
Bag5           8.805170e-04 -0.3793908 0.186 0.305  1.000000e+00
Ctnna1         8.896252e-04 -0.2717817 0.486 0.561  1.000000e+00
Lhfp           9.191188e-04 -0.3234472 0.214 0.330  1.000000e+00
Rps12-ps3      9.245593e-04  0.2725710 0.507 0.375  1.000000e+00
Adrb2          1.012007e-03 -0.3664417 0.300 0.416  1.000000e+00
Elovl1         1.013213e-03 -0.2798119 0.421 0.520  1.000000e+00
Ptprm          1.116171e-03  0.2684869 0.257 0.151  1.000000e+00
Emcn           1.147138e-03 -0.2741134 0.414 0.523  1.000000e+00
Kit            1.254208e-03 -0.4447754 0.221 0.323  1.000000e+00
Tsc22d3        1.271876e-03 -0.3477063 0.271 0.384  1.000000e+00
Nenf           1.303512e-03  0.2731080 0.536 0.390  1.000000e+00
Hpcal1         1.306411e-03 -0.2823597 0.414 0.504  1.000000e+00
Eif3a          1.364667e-03  0.3124592 0.350 0.229  1.000000e+00
Cyba           1.368497e-03  0.2728475 0.593 0.449  1.000000e+00
Sin3b          1.422579e-03  0.2545544 0.300 0.186  1.000000e+00
S1pr4          1.554720e-03 -0.3990497 0.164 0.273  1.000000e+00
Lrrc32         1.641669e-03  0.2579964 0.286 0.172  1.000000e+00
Akap12         1.645927e-03  0.2786765 0.279 0.172  1.000000e+00
Sh3glb2        1.689715e-03  0.2977253 0.279 0.174  1.000000e+00
Bicd2          1.789428e-03 -0.4421503 0.157 0.259  1.000000e+00
Rnh1           1.813531e-03  0.2531227 0.279 0.172  1.000000e+00
Arglu1         2.139394e-03  0.2559399 0.421 0.288  1.000000e+00
Tpd52l2        2.209600e-03  0.2666968 0.321 0.214  1.000000e+00
Rpl36-ps3      2.230773e-03  0.2782448 0.300 0.187  1.000000e+00
Iqgap1         2.356992e-03  0.2510655 0.414 0.290  1.000000e+00
She            2.486226e-03  0.2719706 0.286 0.184  1.000000e+00
Myh9           2.496054e-03  0.2604334 0.329 0.221  1.000000e+00
Scarb1         2.742057e-03 -0.3390255 0.321 0.416  1.000000e+00
Nhlrc2         2.894559e-03 -0.4053907 0.186 0.278  1.000000e+00
Stab1          3.035836e-03  0.2867746 0.257 0.162  1.000000e+00
Atp13a2        3.130049e-03 -0.3490841 0.171 0.276  1.000000e+00
Hnrnpl         3.266654e-03  0.2599250 0.329 0.221  1.000000e+00
Notch4         3.363758e-03  0.2682222 0.271 0.172  1.000000e+00
Clec2d         3.406897e-03 -0.2934030 0.407 0.478  1.000000e+00
Atp5g1         3.462779e-03  0.2644124 0.543 0.437  1.000000e+00
Stard3nl       3.693949e-03 -0.3705316 0.179 0.278  1.000000e+00
Add3           3.774916e-03 -0.3829914 0.186 0.283  1.000000e+00
Vdac2          3.951243e-03 -0.2579607 0.393 0.478  1.000000e+00
Ptp4a3         3.963197e-03 -0.3487296 0.350 0.417  1.000000e+00
Tmem204        3.999055e-03 -0.2777688 0.371 0.459  1.000000e+00
Arf6           4.018405e-03 -0.3439238 0.236 0.336  1.000000e+00
Pon2           4.562741e-03 -0.2652061 0.336 0.450  1.000000e+00
Sipa1          4.799682e-03 -0.3314187 0.271 0.367  1.000000e+00
Rsu1           4.865172e-03 -0.2588191 0.357 0.465  1.000000e+00
Rtp4           5.886788e-03 -0.3767343 0.229 0.314  1.000000e+00
H2-Q6          7.733420e-03 -0.3453128 0.286 0.360  1.000000e+00
Stx3           7.994084e-03 -0.3713360 0.164 0.252  1.000000e+00
Tor3a          8.023655e-03 -0.3391122 0.179 0.270  1.000000e+00
Polr2l         8.510556e-03  0.2561120 0.279 0.187  1.000000e+00
Syngr2         8.600465e-03 -0.3282016 0.271 0.353  1.000000e+00
Pdlim2         8.713264e-03 -0.3314138 0.186 0.279  1.000000e+00
Aard           9.264910e-03 -0.3090670 0.229 0.321  1.000000e+00
Dhrs3          9.345320e-03 -0.3399227 0.207 0.290  1.000000e+00
Ucp2           1.026702e-02 -0.3231773 0.293 0.367  1.000000e+00
Irf2           1.053529e-02 -0.2845414 0.214 0.300  1.000000e+00
Dusp3          1.086008e-02 -0.2738495 0.371 0.438  1.000000e+00
Tecpr1         1.105787e-02 -0.3075646 0.243 0.332  1.000000e+00
Hmgn2          1.116320e-02 -0.2977114 0.171 0.253  1.000000e+00
Atp2a3         1.153062e-02  0.2711902 0.286 0.197  1.000000e+00
ND5            1.164081e-02  0.2663158 0.350 0.255  1.000000e+00
Ets1           1.207349e-02 -0.2501625 0.350 0.434  1.000000e+00
Il4ra          1.233127e-02 -0.3310242 0.250 0.330  1.000000e+00
Clic5          1.411818e-02 -0.3099637 0.279 0.349  1.000000e+00
Ifi47          1.599399e-02 -0.2872891 0.257 0.328  1.000000e+00
Ndufs4         1.617472e-02 -0.3311655 0.200 0.275  1.000000e+00
Ubl3           1.691666e-02 -0.2715408 0.300 0.374  1.000000e+00
Dgkz           1.833723e-02 -0.2831838 0.179 0.261  1.000000e+00
Fez2           1.892319e-02 -0.3078979 0.179 0.255  1.000000e+00
Gimap5         1.921259e-02 -0.2805400 0.271 0.340  1.000000e+00
Fendrr         2.021690e-02 -0.2755969 0.207 0.284  1.000000e+00
Pim3           2.102617e-02 -0.2813939 0.293 0.363  1.000000e+00
Agpat4         2.130589e-02 -0.2645832 0.343 0.406  1.000000e+00
Acp1           2.207112e-02  0.2743370 0.257 0.184  1.000000e+00
Psmc2          2.408049e-02 -0.3118495 0.221 0.289  1.000000e+00
Sox7           3.016594e-02 -0.2900384 0.286 0.347  1.000000e+00
Zfp503         3.104021e-02 -0.2770710 0.214 0.286  1.000000e+00
Plekho1        3.130546e-02 -0.2515887 0.279 0.339  1.000000e+00
Car2           3.483486e-02 -0.2933379 0.221 0.288  1.000000e+00
Srp54b         3.503976e-02 -0.2541343 0.200 0.275  1.000000e+00
Ccnd1          3.609737e-02 -0.2750410 0.229 0.290  1.000000e+00
Ccdc85b        3.668068e-02 -0.3000555 0.214 0.275  1.000000e+00
Ccrl2          4.431807e-02 -0.2505785 0.286 0.345  1.000000e+00
Gstm2          5.425492e-02  0.2525050 0.271 0.211  1.000000e+00
Ncald          6.194419e-02 -0.2815507 0.229 0.278  1.000000e+00
Meis1          6.775756e-02 -0.2938728 0.207 0.257  1.000000e+00
Iigp1          1.123369e-01 -0.2952370 0.264 0.291  1.000000e+00
Pxn            1.340935e-01 -0.2943303 0.221 0.251  1.000000e+00
