Gene                  p_val  avg_logFC pct.1 pct.2     p_val_adj
Gprc5a        1.311595e-155  0.9303331 0.309 0.021 1.465576e-151
Grina         2.551027e-155  0.9849159 0.647 0.159 2.850518e-151
Adamtsl5      2.235354e-154  0.9182915 0.323 0.025 2.497784e-150
Phlda3        5.913658e-154  0.8852218 0.856 0.333 6.607921e-150
Endou         1.223136e-153  0.9876509 0.427 0.058 1.366732e-149
Egflam        1.692692e-149  0.8515108 0.255 0.010 1.891413e-145
Lmo7          1.185774e-148  0.9694682 0.511 0.094 1.324984e-144
Mgst3         9.702410e-145  0.9161413 0.718 0.215 1.084147e-140
Clec14a       1.944766e-143 -0.5321106 0.788 0.933 2.173082e-139
Rps27         3.811478e-141 -0.2770336 0.976 0.984 4.258946e-137
Sema3c        4.692950e-137 -1.0498781 0.392 0.780 5.243902e-133
Tbx3          9.873522e-137  0.8110953 0.864 0.360 1.103267e-132
Bcam          8.289607e-134  0.6578035 0.949 0.543 9.262807e-130
Hspb1         2.768287e-132  0.5961240 0.960 0.622 3.093284e-128
Tbxa2r        3.426994e-131  0.9412499 0.389 0.057 3.829324e-127
Ptprb         1.191559e-130 -0.4979081 0.769 0.899 1.331449e-126
Paqr7         1.204775e-128  0.9047031 0.508 0.108 1.346216e-124
Agfg1         1.033749e-127  0.8878478 0.574 0.145 1.155111e-123
Cyp4b1        1.016837e-125  0.4035789 0.995 0.831 1.136213e-121
Dhrs3         5.680630e-124  0.8588261 0.687 0.211 6.347536e-120
Grb14         5.425579e-123  0.8750364 0.361 0.052 6.062542e-119
Rps14         1.437930e-118 -0.2766406 0.948 0.965 1.606743e-114
Aard          8.646713e-118  0.8215307 0.710 0.243 9.661837e-114
Rps6          1.769520e-117 -0.3849204 0.848 0.917 1.977262e-113
Tek           8.486725e-117 -1.3103778 0.147 0.634 9.483066e-113
Nrp1          2.504511e-116  0.4853335 0.965 0.697 2.798541e-112
Gja4          4.958333e-116 -1.4821275 0.085 0.591 5.540441e-112
Rps19         5.477063e-113 -0.3116240 0.903 0.948 6.120070e-109
Junb          3.426921e-111 -0.4385761 0.837 0.900 3.829241e-107
Stxbp6        1.835001e-110  0.8236200 0.560 0.154 2.050430e-106
Socs3         6.016919e-108 -0.7568864 0.532 0.782 6.723305e-104
Plaur         3.592471e-106  0.7863393 0.699 0.249 4.014227e-102
Adgrg1        3.627215e-106  0.7947280 0.259 0.027 4.053050e-102
Acer2         1.119342e-104 -1.2823649 0.131 0.597 1.250753e-100
Hopx          2.581623e-104  0.8184125 0.421 0.089 2.884705e-100
Bin1          6.536325e-103  0.7584141 0.688 0.247  7.303689e-99
Btg2          3.563219e-101 -0.8069042 0.472 0.749  3.981541e-97
Rpl13         3.952819e-101 -0.2549709 0.946 0.953  4.416880e-97
Sox17         7.829995e-101 -1.2818826 0.133 0.586  8.749236e-97
Fam174b       4.578142e-100  0.7800726 0.293 0.041  5.115616e-96
Igfbp4         1.007608e-99 -1.2329880 0.150 0.595  1.125901e-95
Phlda1         3.503893e-99  0.8541429 0.479 0.126  3.915250e-95
Tmem204        3.607994e-99  0.6798368 0.829 0.385  4.031572e-95
Cx3cl1         2.062007e-98  0.8169272 0.410 0.090  2.304086e-94
Slc48a1        3.775916e-98  0.7633313 0.647 0.226  4.219208e-94
Rpl18a         7.774959e-98 -0.2612501 0.949 0.959  8.687739e-94
Sparc          1.174510e-97 -0.8856456 0.362 0.713  1.312397e-93
Ptpre          1.494247e-97  0.7450281 0.277 0.037  1.669671e-93
Atp8a1         2.227667e-97  0.7667959 0.399 0.085  2.489195e-93
Sema7a         2.679706e-97  0.7974856 0.381 0.078  2.994303e-93
Hmcn1          2.001176e-96 -1.4876499 0.035 0.492  2.236114e-92
Ehd1           2.609230e-95 -1.1388545 0.193 0.604  2.915554e-91
Fgfr3          1.809058e-94  0.7706980 0.465 0.119  2.021442e-90
Edil3          2.863737e-93  0.7165981 0.274 0.038  3.199940e-89
Ier3           9.125678e-92 -0.4296124 0.799 0.855  1.019703e-87
Fam110a        3.379881e-91  0.7587078 0.430 0.105  3.776679e-87
Itga3          9.754994e-91  0.7677079 0.441 0.112  1.090023e-86
Pphln1         1.234100e-90  0.7410644 0.351 0.069  1.378983e-86
Rpl13a         5.773099e-89 -0.2781476 0.910 0.927  6.450860e-85
Pcdh1          1.527404e-88  0.6519041 0.831 0.390  1.706721e-84
Prr13          2.575063e-87  0.7074841 0.655 0.247  2.877375e-83
Fgf1           1.037964e-86  0.7582349 0.309 0.056  1.159821e-82
Tns3           5.341752e-86  0.7404489 0.364 0.080  5.968873e-82
Cxcl16         1.507069e-85  0.7231920 0.441 0.116  1.683999e-81
Tmem140        6.497005e-85  0.6058125 0.862 0.446  7.259754e-81
Rpl35a         1.557218e-84 -0.2955325 0.884 0.912  1.740035e-80
Atp1a1         1.642926e-84 -1.1683901 0.127 0.538  1.835806e-80
Icam1          3.121073e-84  0.6565733 0.767 0.335  3.487487e-80
Tspan15        4.016063e-84  0.7066296 0.559 0.178  4.487549e-80
Rps28          5.658025e-83 -0.3803431 0.794 0.862  6.322277e-79
Prrt4          2.902290e-82  0.7071202 0.299 0.054  3.243018e-78
Timp2          6.262107e-82  0.5610421 0.886 0.505  6.997278e-78
Cadm1          4.578344e-81 -1.3262906 0.051 0.458  5.115842e-77
Trib2          2.088832e-80  0.7056459 0.578 0.204  2.334061e-76
Edn1           2.341563e-80 -1.4437277 0.046 0.448  2.616463e-76
Cxcl12         5.114380e-80 -1.3371890 0.076 0.476  5.714808e-76
Rps24          3.523875e-78 -0.4336216 0.710 0.811  3.937578e-74
Gm12216        7.183602e-78 -0.6435823 0.576 0.759  8.026957e-74
Arhgef3        6.919315e-75  0.6489047 0.642 0.251  7.731643e-71
Rps16          1.096665e-73 -0.2580832 0.899 0.908  1.225414e-69
Slc3a2         1.614668e-73 -0.4997660 0.655 0.800  1.804230e-69
Aldh2          2.954978e-73 -0.4255646 0.731 0.837  3.301892e-69
Fos            1.150184e-72 -0.4757990 0.695 0.824  1.285215e-68
S1pr4          4.081551e-72  0.6617132 0.573 0.212  4.560725e-68
Mfng           6.900236e-72  0.6431339 0.633 0.253  7.710324e-68
Elmo1          1.070712e-71  0.6538887 0.389 0.104  1.196414e-67
Pcolce2        1.410203e-71  0.7410678 0.255 0.046  1.575761e-67
Adamts1        1.839089e-71 -1.2455027 0.057 0.432  2.054998e-67
Pdlim2         1.868862e-71  0.6437926 0.584 0.218  2.088266e-67
App            1.834484e-70  0.4504707 0.921 0.625  2.049852e-66
Dnajb4         2.536913e-70  0.6876891 0.302 0.066  2.834746e-66
Rpl32          3.215288e-70 -0.2787043 0.858 0.892  3.592763e-66
Wfdc1          4.971732e-70 -1.2539079 0.063 0.432  5.555413e-66
Gpx3           6.380171e-70  0.6927659 0.486 0.163  7.129204e-66
Rps3a1         1.642554e-69 -0.3731891 0.745 0.833  1.835390e-65
Lyve1          3.079178e-69 -0.8785150 0.299 0.608  3.440673e-65
BC028528       4.982693e-69 -0.3051557 0.884 0.912  5.567662e-65
Jund           1.689307e-68 -0.2606738 0.899 0.898  1.887632e-64
Epas1          2.508015e-68 -0.3022139 0.839 0.873  2.802456e-64
Gadd45b        3.552515e-68  0.6566676 0.354 0.092  3.969580e-64
Dusp1          8.233940e-67 -0.3336369 0.813 0.869  9.200604e-63
Tmod2          1.574750e-66  0.6569160 0.378 0.107  1.759626e-62
Tspan12        2.066187e-66  0.5777092 0.775 0.384  2.308757e-62
Tmcc2          4.286725e-66  0.5239170 0.854 0.488  4.789986e-62
Stmn1          4.255854e-65 -0.6936806 0.402 0.670  4.755491e-61
Tinagl1        1.021582e-64 -0.9930478 0.193 0.525  1.141516e-60
Rps4x          3.034292e-64 -0.2564393 0.883 0.885  3.390518e-60
Zfp697         3.684769e-64  0.6591743 0.318 0.079  4.117361e-60
Rps15          6.953474e-64 -0.2501731 0.884 0.897  7.769812e-60
H2-Ab1         1.653221e-63 -1.1727111 0.116 0.453  1.847309e-59
Lyn            3.021303e-63  0.6017005 0.584 0.230  3.376004e-59
Rpl26          6.184765e-63 -0.2709720 0.859 0.876  6.910857e-59
Vcl            1.814724e-62  0.6290915 0.500 0.184  2.027772e-58
Rela           9.552573e-62  0.6035801 0.570 0.228  1.067405e-57
Lhfp           1.589643e-61  0.5894610 0.628 0.269  1.776267e-57
Cd47           1.590663e-61  0.3208570 0.986 0.786  1.777407e-57
Rps3           5.932348e-61 -0.2898410 0.826 0.860  6.628806e-57
Rps27a         7.466358e-61 -0.2549759 0.877 0.882  8.342909e-57
Aplnr          8.108236e-61 -1.2121811 0.041 0.374  9.060143e-57
Tpt1           1.276377e-58 -0.2509903 0.851 0.875  1.426224e-54
Anxa3          6.063921e-58  0.4019420 0.935 0.651  6.775825e-54
Map1lc3a       6.102273e-58  0.4771974 0.869 0.522  6.818680e-54
Trim16         9.697128e-58  0.5660095 0.475 0.169  1.083557e-53
Homer3         1.570792e-57  0.5849097 0.484 0.177  1.755203e-53
Gpr182         1.004313e-56 -1.0859620 0.076 0.397  1.122220e-52
Pnkd           1.382871e-56  0.5617332 0.582 0.250  1.545220e-52
Kit            1.537839e-55 -1.1041740 0.054 0.369  1.718381e-51
Pard6g         1.647152e-55  0.5483031 0.614 0.263  1.840527e-51
Eva1b          2.070591e-55  0.5247906 0.753 0.396  2.313678e-51
Actn1          3.372875e-55  0.5849237 0.456 0.164  3.768851e-51
Tmem159        3.867712e-55  0.5693195 0.432 0.150  4.321782e-51
Cd74           7.953429e-55 -1.2348986 0.082 0.391  8.887162e-51
Rcsd1          1.769743e-54  0.5450443 0.612 0.266  1.977511e-50
Gem            2.169500e-54  0.5760311 0.370 0.117  2.424199e-50
Nkd1           5.327615e-54  0.4398090 0.892 0.559  5.953077e-50
Rpl36a         7.808984e-54 -0.3939521 0.690 0.768  8.725759e-50
Ceacam1        1.612368e-53  0.5863621 0.449 0.165  1.801660e-49
Tmem176a       1.527616e-52  0.3951044 0.937 0.649  1.706958e-48
S100a16        2.471961e-52 -0.3007191 0.807 0.852  2.762169e-48
Hey1           3.864951e-52 -1.1226913 0.052 0.351  4.318696e-48
Tmem2          5.467531e-52 -1.0377175 0.066 0.369  6.109419e-48
H2-Aa          5.716450e-52 -1.1008695 0.082 0.382  6.387561e-48
Iigp1          2.034908e-51 -1.1059976 0.041 0.338  2.273806e-47
Cyyr1          6.158538e-51 -0.5756126 0.459 0.662  6.881550e-47
Abi3           4.073461e-50  0.5102515 0.677 0.333  4.551685e-46
Idh2           1.411284e-49  0.5324940 0.441 0.163  1.576968e-45
Endod1         3.467117e-49  0.5484125 0.291 0.082  3.874156e-45
Smagp          5.648409e-49  0.4138972 0.878 0.568  6.311532e-45
Adam15         7.793620e-49 -0.9332687 0.119 0.411  8.708591e-45
Gcnt2          7.909399e-49  0.5773393 0.253 0.065  8.837962e-45
Ackr2          1.096681e-48  0.5434534 0.380 0.130  1.225431e-44
Sema3f         1.104734e-48  0.5552740 0.514 0.225  1.234430e-44
Pllp           1.783172e-48  0.4577251 0.812 0.461  1.992517e-44
Itga6          2.406937e-48 -1.0085736 0.044 0.331  2.689511e-44
Stard8         3.124717e-48  0.5458188 0.399 0.146  3.491559e-44
Rarg           3.147439e-48  0.5459810 0.397 0.142  3.516949e-44
Grrp1          1.001703e-47 -1.0400606 0.044 0.325  1.119303e-43
Rnf144a        1.022518e-47 -0.9684386 0.103 0.388  1.142562e-43
Cyth3          1.542679e-47  0.4427862 0.839 0.498  1.723789e-43
Prickle1       1.816772e-47  0.5361969 0.508 0.213  2.030061e-43
Zfp36          2.307672e-47 -0.5267481 0.519 0.665  2.578593e-43
H2-Q7          5.128802e-47 -0.6278592 0.386 0.621  5.730923e-43
Tmem246        5.675405e-47  0.5284499 0.275 0.076  6.341697e-43
Ier2           1.464114e-46 -0.2545625 0.873 0.861  1.636001e-42
Sat1           1.609377e-46 -0.7275513 0.286 0.537  1.798318e-42
Ggh            1.691691e-46  0.5199608 0.486 0.201  1.890295e-42
Camk1          2.477836e-46  0.5017579 0.600 0.279  2.768734e-42
Tmem252        2.789553e-46 -1.0702280 0.073 0.347  3.117047e-42
Marcks         4.103370e-46  0.5167807 0.560 0.256  4.585105e-42
Dgkz           6.115666e-46  0.5256178 0.500 0.213  6.833645e-42
Tmbim1         1.004881e-45  0.4956480 0.658 0.331  1.122854e-41
Lims2          2.822854e-45  0.4623412 0.747 0.410  3.154257e-41
Gm16152        8.171146e-45  0.5194932 0.309 0.098  9.130439e-41
Egr1           1.271618e-44 -0.5220768 0.511 0.662  1.420906e-40
Pxdc1          2.011523e-44 -0.8835705 0.131 0.407  2.247676e-40
Rpl39          2.558534e-44 -0.2691542 0.793 0.806  2.858906e-40
Impdh1         6.867779e-44  0.4226289 0.840 0.503  7.674056e-40
Gabarapl1      1.145652e-43  0.4776364 0.519 0.226  1.280152e-39
H2-Q6          2.498479e-43 -0.8659212 0.123 0.402  2.791801e-39
Lpl            2.737978e-43 -1.0280277 0.046 0.307  3.059416e-39
Mmrn2          3.470525e-43 -1.0198826 0.027 0.280  3.877964e-39
Prex2          4.319161e-43 -0.8956788 0.100 0.375  4.826231e-39
Bicd2          5.418438e-43  0.5009809 0.491 0.211  6.054562e-39
Cdipt          7.770914e-43  0.4996781 0.491 0.213  8.683220e-39
St6galnac4     1.163426e-42  0.5043310 0.269 0.079  1.300012e-38
Glrx5          1.169699e-42  0.5100865 0.478 0.208  1.307022e-38
Stard3nl       1.314047e-42  0.4744558 0.519 0.228  1.468316e-38
Lamp2          1.324881e-42  0.4590156 0.674 0.344  1.480422e-38
Palmd          2.767968e-42 -0.9471178 0.068 0.330  3.092927e-38
Dok1           3.834324e-42  0.4901774 0.258 0.073  4.284474e-38
Piezo2         1.482036e-41  0.4922779 0.267 0.080  1.656027e-37
Hoxa5          2.018089e-41 -0.8684983 0.134 0.396  2.255013e-37
Ackr3          2.088225e-41 -1.0022275 0.038 0.288  2.333382e-37
Atp13a2        7.596427e-41  0.4826680 0.509 0.228  8.488248e-37
Vat1           7.761545e-41  0.4142646 0.812 0.484  8.672750e-37
Nipal3         7.881049e-40  0.4814914 0.256 0.077  8.806284e-36
Srsf5          1.138419e-39 -0.4684806 0.521 0.660  1.272070e-35
Card19         1.351836e-39  0.4472201 0.614 0.313  1.510541e-35
Cd81           1.372951e-39 -0.9282070 0.116 0.367  1.534135e-35
Sox11          2.015265e-39 -0.9243375 0.076 0.328  2.251857e-35
Rap1b          2.178570e-39  0.3974236 0.843 0.524  2.434334e-35
Ccnd3          3.540465e-39  0.4400309 0.691 0.371  3.956116e-35
H2-Eb1         3.846420e-39 -1.0312680 0.027 0.261  4.297990e-35
Tmem47         4.552934e-39  0.4784165 0.337 0.121  5.087448e-35
Hlx            1.301360e-38  0.4836611 0.544 0.260  1.454140e-34
Anp32a         3.714289e-38 -0.3828172 0.620 0.706  4.150347e-34
Inpp5a         4.410187e-38  0.4634298 0.369 0.143  4.927943e-34
Rps20          5.946193e-38 -0.2731310 0.752 0.766  6.644276e-34
Rgl1           7.229627e-38  0.4704176 0.391 0.155  8.078385e-34
Car14          7.282060e-38 -0.9512914 0.036 0.271  8.136974e-34
Otulin         7.688598e-38  0.4658041 0.277 0.090  8.591240e-34
Stmn2          9.449585e-38  0.3587968 0.907 0.602  1.055897e-33
Cnn3           1.088776e-37  0.3571389 0.877 0.595  1.216599e-33
Npr3           1.752054e-37 -0.9181734 0.041 0.276  1.957745e-33
Ccnd1          3.418277e-37  0.4809649 0.509 0.246  3.819583e-33
Csk            9.544818e-37  0.4645530 0.391 0.160  1.066538e-32
Clic5          1.046160e-36  0.4423390 0.592 0.300  1.168979e-32
Cdc42ep2       1.321481e-36  0.4575791 0.492 0.228  1.476623e-32
Pdia5          2.320096e-36  0.4702450 0.258 0.082  2.592476e-32
Gm13889        4.415740e-36 -0.7769579 0.188 0.421  4.934148e-32
Rps27rt        4.833852e-36 -0.2918673 0.723 0.758  5.401346e-32
Pls3           5.119918e-36  0.4415987 0.405 0.167  5.720996e-32
Mapt           7.243345e-36  0.4407594 0.587 0.297  8.093713e-32
Sema3g         7.909935e-36 -0.9129289 0.032 0.255  8.838561e-32
Ctsl           1.154047e-35  0.3898995 0.788 0.471  1.289532e-31
Mtus1          2.076702e-35  0.4231835 0.573 0.284  2.320507e-31
Cald1          2.273194e-35  0.4465508 0.479 0.222  2.540067e-31
Tns1           2.873972e-35 -0.8538796 0.063 0.293  3.211376e-31
Zwint          7.841857e-35  0.4736525 0.332 0.131  8.762491e-31
Ifngr2         8.726370e-35  0.4254497 0.549 0.269  9.750846e-31
Vdac1          1.303083e-34  0.4318441 0.476 0.219  1.456064e-30
Anxa2          1.652017e-34 -0.3888553 0.584 0.684  1.845964e-30
Cds2           2.092922e-34  0.4510511 0.386 0.164  2.338631e-30
Bag5           5.695761e-34  0.4127698 0.533 0.257  6.364443e-30
Mxd4           6.300516e-34  0.4035922 0.627 0.334  7.040197e-30
Prss23         8.246626e-34 -0.9477828 0.076 0.299  9.214780e-30
Sh3bgrl        1.158450e-33  0.4398616 0.509 0.249  1.294452e-29
Ccrl2          1.559489e-33 -0.7774990 0.150 0.379  1.742573e-29
Cd24a          1.987659e-33  0.3866007 0.761 0.441  2.221010e-29
Tm6sf1         3.549289e-33 -0.8416096 0.043 0.257  3.965976e-29
Rps21          7.325232e-33 -0.2995233 0.701 0.729  8.185215e-29
Gmfg           1.015017e-32  0.4400509 0.440 0.204  1.134180e-28
Reep5          1.071639e-32  0.4120176 0.609 0.324  1.197449e-28
Eln            3.195667e-32 -0.8313745 0.040 0.252  3.570839e-28
Amn1           3.374634e-32  0.4489956 0.261 0.091  3.770816e-28
Hras           3.961017e-32  0.4238917 0.448 0.208  4.426041e-28
Rapgef3        7.611181e-32  0.4302903 0.361 0.151  8.504733e-28
Meis1          9.139145e-32  0.4310809 0.459 0.216  1.021208e-27
Rps12          1.260397e-31 -0.3227753 0.647 0.699  1.408367e-27
Gbp2           1.611091e-31 -0.8132280 0.082 0.298  1.800234e-27
Pcp4l1         6.512377e-31 -0.8292961 0.047 0.252  7.276930e-27
Plpp3          7.249620e-31  0.3880216 0.616 0.330  8.100725e-27
Zfp706         8.491300e-31  0.3758881 0.729 0.439  9.488179e-27
Pdgfd          1.529977e-30  0.4304954 0.324 0.130  1.709596e-26
Bcl2l1         3.170594e-30  0.4021996 0.400 0.179  3.542822e-26
Gpr146         9.633121e-30  0.3989492 0.589 0.322  1.076405e-25
Adgrl2         1.065821e-29  0.4317259 0.446 0.221  1.190948e-25
Tsc22d3        1.670605e-29  0.3848329 0.614 0.336  1.866734e-25
Scn7a          2.313193e-29  0.3699998 0.677 0.379  2.584762e-25
Gm9917         3.046229e-29  0.3891330 0.375 0.165  3.403856e-25
Klf9           3.403850e-29 -0.5365226 0.372 0.532  3.803462e-25
Csgalnact1     4.412442e-29  0.4252676 0.293 0.116  4.930463e-25
Fam219a        5.172186e-29  0.4076355 0.318 0.131  5.779401e-25
Ncald          6.297995e-29 -0.7537498 0.103 0.309  7.037379e-25
Hmgn2          7.744026e-29  0.3849108 0.448 0.213  8.653175e-25
Fosb           7.870984e-29 -0.4537952 0.465 0.605  8.795038e-25
Calr           8.645655e-29 -0.3113921 0.655 0.709  9.660655e-25
Adgrl4         1.068767e-28 -0.5271295 0.364 0.533  1.194240e-24
Mocs2          3.590029e-28  0.3697840 0.456 0.221  4.011499e-24
Plekha1        4.034743e-28  0.4061556 0.307 0.127  4.508422e-24
Agpat4         1.118027e-27  0.3678663 0.641 0.359  1.249283e-23
Btg1           1.204927e-27 -0.6315699 0.241 0.431  1.346386e-23
Tspan8         1.318264e-27  0.3440719 0.797 0.472  1.473028e-23
Itm2c          1.720965e-27 -0.6328744 0.204 0.407  1.923006e-23
Vwf            2.209935e-27 -0.8597702 0.085 0.277  2.469382e-23
H2-Q4          2.714116e-27 -0.5179723 0.359 0.530  3.032754e-23
Hpcal1         3.856752e-27  0.3486764 0.745 0.454  4.309535e-23
Tpst2          4.286086e-27  0.3402302 0.774 0.493  4.789273e-23
Gna11          5.956780e-27  0.3510594 0.579 0.317  6.656106e-23
Ahnak          6.360873e-27 -0.6842499 0.097 0.297  7.107639e-23
Cgrrf1         6.757575e-27  0.3677088 0.347 0.153  7.550915e-23
Snrk           7.234070e-27  0.3491487 0.646 0.367  8.083350e-23
Prcp           1.145047e-26 -0.7331006 0.073 0.264  1.279475e-22
Nfic           2.109772e-26  0.3672911 0.552 0.305  2.357459e-22
Rps6ka1        2.183275e-26  0.3723478 0.290 0.119  2.439591e-22
Xbp1           2.301640e-26 -0.4123417 0.498 0.610  2.571852e-22
Asah1          6.056943e-26  0.3493243 0.506 0.261  6.768028e-22
Lamtor5        2.225885e-25  0.3454745 0.630 0.358  2.487204e-21
Pdgfb          4.318996e-25  0.3717259 0.373 0.178  4.826046e-21
Cd151          5.112980e-25  0.2996511 0.875 0.606  5.713244e-21
Sirt2          5.750643e-25  0.3694756 0.430 0.216  6.425769e-21
Ppp2r5a        6.330961e-25  0.3830340 0.318 0.141  7.074216e-21
Csrp2          7.492613e-25 -0.6962890 0.101 0.287  8.372246e-21
Adgrl3         7.900272e-25 -0.7212416 0.073 0.253  8.827764e-21
Mxra7          9.130838e-25  0.3535756 0.587 0.332  1.020280e-20
Slc16a9        9.882595e-25  0.3671546 0.252 0.099  1.104281e-20
Crlf2          1.018345e-24  0.3693403 0.403 0.198  1.137899e-20
Ttyh3          1.119253e-24  0.3651592 0.396 0.193  1.250653e-20
Ephb4          1.172709e-24 -0.6867276 0.131 0.318  1.310385e-20
Sertad2        1.316996e-24  0.3591655 0.402 0.197  1.471611e-20
Timp3          1.467172e-24  0.3348730 0.691 0.413  1.639418e-20
Ddah1          1.531945e-24  0.3697112 0.492 0.261  1.711796e-20
Lmna           1.715803e-24  0.3464255 0.597 0.343  1.917238e-20
Plk2           1.763909e-24 -0.4071892 0.524 0.613  1.970992e-20
Plekho1        2.103598e-24 -0.6387944 0.182 0.366  2.350560e-20
Inpp5k         2.377912e-24  0.3715582 0.421 0.211  2.657079e-20
Tmem44         2.500607e-24 -0.6987152 0.078 0.259  2.794178e-20
1110008F13Rik  2.552713e-24  0.3599519 0.536 0.303  2.852401e-20
Necap2         2.846164e-24  0.3570555 0.407 0.202  3.180304e-20
Smarca2        2.890486e-24  0.3590073 0.491 0.265  3.229829e-20
Gngt2          2.932289e-24  0.3061250 0.824 0.555  3.276539e-20
Hoxb5          7.275468e-24  0.3655656 0.288 0.123  8.129608e-20
Ocln           1.410387e-23  0.3564392 0.278 0.117  1.575966e-19
Tgfb1          1.533416e-23  0.3324573 0.669 0.404  1.713439e-19
Vps36          2.980618e-23  0.3396829 0.495 0.266  3.330542e-19
Stab1          3.469591e-23  0.3445178 0.307 0.138  3.876921e-19
Atf3           5.758790e-23 -0.5648491 0.288 0.451  6.434872e-19
Herpud1        6.415654e-23  0.3425441 0.492 0.266  7.168852e-19
Sqstm1         1.204125e-22  0.3264062 0.574 0.331  1.345489e-18
Slc38a2        1.976450e-22 -0.6594551 0.119 0.294  2.208485e-18
Clec2d         3.613635e-22 -0.4905562 0.356 0.498  4.037876e-18
Stap2          4.943809e-22  0.3523384 0.283 0.126  5.524213e-18
Meis2          5.061592e-22 -0.6524968 0.108 0.281  5.655822e-18
Ctsa           5.067872e-22  0.3413315 0.424 0.222  5.662840e-18
Rnaseh2c       5.743002e-22  0.3557550 0.362 0.181  6.417231e-18
St3gal6        6.001452e-22  0.3121204 0.725 0.453  6.706022e-18
Serp1          6.211415e-22  0.3515499 0.342 0.165  6.940635e-18
Ifrd1          6.877412e-22  0.3531279 0.340 0.163  7.684820e-18
Chmp4b         1.053175e-21  0.3207547 0.565 0.331  1.176818e-17
Klf7           1.421490e-21  0.2872082 0.848 0.579  1.588373e-17
Zfhx3          1.526733e-21  0.3565550 0.310 0.146  1.705972e-17
Mff            2.020604e-21  0.3295283 0.454 0.244  2.257823e-17
Fuca1          2.320829e-21  0.3402387 0.446 0.244  2.593295e-17
Tpm1           2.418267e-21  0.3407922 0.407 0.213  2.702171e-17
Heg1           2.569430e-21 -0.5359211 0.258 0.424  2.871082e-17
Klf13          2.629853e-21  0.3051273 0.747 0.479  2.938597e-17
Sema6a         2.970476e-21  0.3400690 0.536 0.313  3.319210e-17
Ifngr1         3.068062e-21 -0.4216996 0.432 0.551  3.428252e-17
Klhdc2         3.485600e-21  0.3202277 0.256 0.110  3.894809e-17
